Name,Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
Jan_1,1/1/2015,18,3,N,HB_HOUSTON,HU,30.16
Jan_1,1/1/2015,18,4,N,HB_HOUSTON,HU,29.7
Jan_1,1/1/2015,19,1,N,HB_HOUSTON,HU,28.79
Jan_1,1/1/2015,19,2,N,HB_HOUSTON,HU,28.67
Jan_1,1/1/2015,19,3,N,HB_HOUSTON,HU,28.55
Jan_1,1/1/2015,19,4,N,HB_HOUSTON,HU,28.41
Jan_1,1/1/2015,20,1,N,HB_HOUSTON,HU,27.96
Jan_1,1/1/2015,20,2,N,HB_HOUSTON,HU,27.55
Jan_1,1/1/2015,20,3,N,HB_HOUSTON,HU,27.4
Jan_1,1/1/2015,20,4,N,HB_HOUSTON,HU,27.37
Jan_1,1/1/2015,21,1,N,HB_HOUSTON,HU,27.66
Jan_1,1/1/2015,21,2,N,HB_HOUSTON,HU,27.91
Jan_1,1/1/2015,21,3,N,HB_HOUSTON,HU,27.47
Jan_1,1/1/2015,21,4,N,HB_HOUSTON,HU,26.77
Jan_1,1/1/2015,22,1,N,HB_HOUSTON,HU,26.31
Jan_1,1/1/2015,22,2,N,HB_HOUSTON,HU,26.08
Jan_1,1/1/2015,22,3,N,HB_HOUSTON,HU,25.09
Jan_1,1/1/2015,22,4,N,HB_HOUSTON,HU,24.27
Jan_1,1/1/2015,23,1,N,HB_HOUSTON,HU,24.76
Jan_1,1/1/2015,23,2,N,HB_HOUSTON,HU,24.45
Jan_1,1/1/2015,23,3,N,HB_HOUSTON,HU,23.87
Jan_1,1/1/2015,23,4,N,HB_HOUSTON,HU,23.84
Jan_1,1/1/2015,24,1,N,HB_HOUSTON,HU,23.46
Jan_1,1/1/2015,24,2,N,HB_HOUSTON,HU,23.07
Jan_1,1/1/2015,24,3,N,HB_HOUSTON,HU,22.52
Jan_1,1/1/2015,24,4,N,HB_HOUSTON,HU,22.34
Jan_1,1/2/2015,1,1,N,HB_HOUSTON,HU,22.26
Jan_1,1/2/2015,1,2,N,HB_HOUSTON,HU,22.05
Jan_1,1/2/2015,1,3,N,HB_HOUSTON,HU,21.83
Jan_1,1/2/2015,1,4,N,HB_HOUSTON,HU,21.72
Jan_1,1/2/2015,2,1,N,HB_HOUSTON,HU,21.58
Jan_1,1/2/2015,2,2,N,HB_HOUSTON,HU,21.35
Jan_1,1/2/2015,2,3,N,HB_HOUSTON,HU,21.22
Jan_1,1/2/2015,2,4,N,HB_HOUSTON,HU,21.13
Jan_1,1/2/2015,3,1,N,HB_HOUSTON,HU,21.05
Jan_1,1/2/2015,3,2,N,HB_HOUSTON,HU,20.97
Jan_1,1/2/2015,3,3,N,HB_HOUSTON,HU,20.9
Jan_1,1/2/2015,3,4,N,HB_HOUSTON,HU,20.83
Jan_1,1/2/2015,4,1,N,HB_HOUSTON,HU,20.89
Jan_1,1/2/2015,4,2,N,HB_HOUSTON,HU,20.88
Jan_1,1/2/2015,4,3,N,HB_HOUSTON,HU,20.92
Jan_1,1/2/2015,4,4,N,HB_HOUSTON,HU,20.99
Jan_1,1/2/2015,5,1,N,HB_HOUSTON,HU,21.05
Jan_1,1/2/2015,5,2,N,HB_HOUSTON,HU,21.15
Jan_1,1/2/2015,5,3,N,HB_HOUSTON,HU,21.29
Jan_1,1/2/2015,5,4,N,HB_HOUSTON,HU,21.49
Jan_1,1/2/2015,6,1,N,HB_HOUSTON,HU,21.64
Jan_1,1/2/2015,6,2,N,HB_HOUSTON,HU,21.78
Jan_1,1/2/2015,6,3,N,HB_HOUSTON,HU,22.12
Jan_1,1/2/2015,6,4,N,HB_HOUSTON,HU,22.24
Jan_1,1/2/2015,7,1,N,HB_HOUSTON,HU,22.33
Jan_1,1/2/2015,7,2,N,HB_HOUSTON,HU,22.45
Jan_1,1/2/2015,7,3,N,HB_HOUSTON,HU,22.69
Jan_1,1/2/2015,7,4,N,HB_HOUSTON,HU,23.01
Jan_1,1/2/2015,8,1,N,HB_HOUSTON,HU,23.44
Jan_1,1/2/2015,8,2,N,HB_HOUSTON,HU,23.7
Jan_1,1/2/2015,8,3,N,HB_HOUSTON,HU,23.72
Jan_1,1/2/2015,8,4,N,HB_HOUSTON,HU,23.78
Jan_1,1/2/2015,9,1,N,HB_HOUSTON,HU,24.16
Jan_1,1/2/2015,9,2,N,HB_HOUSTON,HU,24.45
Jan_1,1/2/2015,9,3,N,HB_HOUSTON,HU,24.84
Jan_1,1/2/2015,9,4,N,HB_HOUSTON,HU,25.28
Jan_1,1/2/2015,10,1,N,HB_HOUSTON,HU,25.98
Jan_1,1/2/2015,10,2,N,HB_HOUSTON,HU,26.37
Jan_1,1/2/2015,10,3,N,HB_HOUSTON,HU,26.86
Jan_1,1/2/2015,10,4,N,HB_HOUSTON,HU,26.87
Jan_1,1/2/2015,11,1,N,HB_HOUSTON,HU,27.28
Jan_1,1/2/2015,11,2,N,HB_HOUSTON,HU,27.57
Jan_1,1/2/2015,11,3,N,HB_HOUSTON,HU,27.68
Jan_1,1/2/2015,11,4,N,HB_HOUSTON,HU,27.48
Jan_1,1/2/2015,12,1,N,HB_HOUSTON,HU,27.16
Jan_1,1/2/2015,12,2,N,HB_HOUSTON,HU,26.81
Jan_1,1/2/2015,12,3,N,HB_HOUSTON,HU,26.6
Jan_1,1/2/2015,12,4,N,HB_HOUSTON,HU,25.71
Jan_1,1/2/2015,13,1,N,HB_HOUSTON,HU,25.39
Jan_1,1/2/2015,13,2,N,HB_HOUSTON,HU,25.32
Jan_1,1/2/2015,13,3,N,HB_HOUSTON,HU,25
Jan_1,1/2/2015,13,4,N,HB_HOUSTON,HU,24.96
Jan_1,1/2/2015,14,1,N,HB_HOUSTON,HU,25.04
Jan_1,1/2/2015,14,2,N,HB_HOUSTON,HU,25
Jan_1,1/2/2015,14,3,N,HB_HOUSTON,HU,24.84
Jan_1,1/2/2015,14,4,N,HB_HOUSTON,HU,24.69
Jan_1,1/2/2015,15,1,N,HB_HOUSTON,HU,24.64
Jan_1,1/2/2015,15,2,N,HB_HOUSTON,HU,24.63
Jan_1,1/2/2015,15,3,N,HB_HOUSTON,HU,24.51
Jan_1,1/2/2015,15,4,N,HB_HOUSTON,HU,24.45
Jan_1,1/2/2015,16,1,N,HB_HOUSTON,HU,24.63
Jan_1,1/2/2015,16,2,N,HB_HOUSTON,HU,24.44
Jan_1,1/2/2015,16,3,N,HB_HOUSTON,HU,24.61
Jan_1,1/2/2015,16,4,N,HB_HOUSTON,HU,24.69
Jan_1,1/2/2015,17,1,N,HB_HOUSTON,HU,24.8
Jan_1,1/2/2015,17,2,N,HB_HOUSTON,HU,24.98
Jan_1,1/2/2015,17,3,N,HB_HOUSTON,HU,25.58
Jan_1,1/2/2015,17,4,N,HB_HOUSTON,HU,25.78
Jan_1,1/2/2015,18,1,N,HB_HOUSTON,HU,26.83
Jan_1,1/2/2015,18,2,N,HB_HOUSTON,HU,28.41
Jan_1,1/2/2015,18,3,N,HB_HOUSTON,HU,29.46
Jan_1,1/2/2015,18,4,N,HB_HOUSTON,HU,28.94
Jan_1,1/2/2015,19,1,N,HB_HOUSTON,HU,26.89
Jan_1,1/2/2015,19,2,N,HB_HOUSTON,HU,28.2
Jan_1,1/2/2015,19,3,N,HB_HOUSTON,HU,27.33
Jan_1,1/2/2015,19,4,N,HB_HOUSTON,HU,26.34
Jan_1,1/2/2015,20,1,N,HB_HOUSTON,HU,27.87
Jan_1,1/2/2015,20,2,N,HB_HOUSTON,HU,27.82
Jan_1,1/2/2015,20,3,N,HB_HOUSTON,HU,28.63
Jan_1,1/2/2015,20,4,N,HB_HOUSTON,HU,28.19
Jan_1,1/2/2015,21,1,N,HB_HOUSTON,HU,28.08
Jan_1,1/2/2015,21,2,N,HB_HOUSTON,HU,27.59
Jan_1,1/2/2015,21,3,N,HB_HOUSTON,HU,25.86
Jan_1,1/2/2015,21,4,N,HB_HOUSTON,HU,26.09
Jan_1,1/2/2015,22,1,N,HB_HOUSTON,HU,25.92
Jan_1,1/2/2015,22,2,N,HB_HOUSTON,HU,27.01
Jan_1,1/2/2015,22,3,N,HB_HOUSTON,HU,24.64
Jan_1,1/2/2015,22,4,N,HB_HOUSTON,HU,24.34
Jan_1,1/2/2015,23,1,N,HB_HOUSTON,HU,24.66
Jan_1,1/2/2015,23,2,N,HB_HOUSTON,HU,25.06
Jan_1,1/2/2015,23,3,N,HB_HOUSTON,HU,23.91
Jan_1,1/2/2015,23,4,N,HB_HOUSTON,HU,23.77
Jan_1,1/2/2015,24,1,N,HB_HOUSTON,HU,23
Jan_1,1/2/2015,24,2,N,HB_HOUSTON,HU,22.95
Jan_1,1/2/2015,24,3,N,HB_HOUSTON,HU,22.72
Jan_1,1/2/2015,24,4,N,HB_HOUSTON,HU,22.54
Jan_1,1/3/2015,1,1,N,HB_HOUSTON,HU,22.65
Jan_1,1/3/2015,1,2,N,HB_HOUSTON,HU,23.14
Jan_1,1/3/2015,1,3,N,HB_HOUSTON,HU,23.28
Jan_1,1/3/2015,1,4,N,HB_HOUSTON,HU,22.92
Jan_1,1/3/2015,2,1,N,HB_HOUSTON,HU,22.8
Jan_1,1/3/2015,2,2,N,HB_HOUSTON,HU,22.82
Jan_1,1/3/2015,2,3,N,HB_HOUSTON,HU,22.86
Jan_1,1/3/2015,2,4,N,HB_HOUSTON,HU,22.82
Jan_1,1/3/2015,3,1,N,HB_HOUSTON,HU,22.65
Jan_1,1/3/2015,3,2,N,HB_HOUSTON,HU,22.59
Jan_1,1/3/2015,3,3,N,HB_HOUSTON,HU,22.49
Jan_1,1/3/2015,3,4,N,HB_HOUSTON,HU,22.41
Jan_1,1/3/2015,4,1,N,HB_HOUSTON,HU,22.39
Jan_1,1/3/2015,4,2,N,HB_HOUSTON,HU,22.38
Jan_1,1/3/2015,4,3,N,HB_HOUSTON,HU,22.36
Jan_1,1/3/2015,4,4,N,HB_HOUSTON,HU,22.46
Jan_1,1/3/2015,5,1,N,HB_HOUSTON,HU,22.57
Jan_1,1/3/2015,5,2,N,HB_HOUSTON,HU,22.58
Jan_1,1/3/2015,5,3,N,HB_HOUSTON,HU,22.76
Jan_1,1/3/2015,5,4,N,HB_HOUSTON,HU,22.87
Jan_1,1/3/2015,6,1,N,HB_HOUSTON,HU,23.3
Jan_1,1/3/2015,6,2,N,HB_HOUSTON,HU,23.35
Jan_1,1/3/2015,6,3,N,HB_HOUSTON,HU,23.41
Jan_1,1/3/2015,6,4,N,HB_HOUSTON,HU,23.69
Jan_1,1/3/2015,7,1,N,HB_HOUSTON,HU,23.98
Jan_1,1/3/2015,7,2,N,HB_HOUSTON,HU,23.94
Jan_1,1/3/2015,7,3,N,HB_HOUSTON,HU,24.09
Jan_1,1/3/2015,7,4,N,HB_HOUSTON,HU,24.94
Jan_1,1/3/2015,8,1,N,HB_HOUSTON,HU,25.27
Jan_1,1/3/2015,8,2,N,HB_HOUSTON,HU,25.69
Jan_1,1/3/2015,8,3,N,HB_HOUSTON,HU,25.44
Jan_1,1/3/2015,8,4,N,HB_HOUSTON,HU,25.51
Jan_1,1/3/2015,9,1,N,HB_HOUSTON,HU,27.29
Jan_1,1/3/2015,9,2,N,HB_HOUSTON,HU,27.97
Jan_1,1/3/2015,9,3,N,HB_HOUSTON,HU,28.53
Jan_1,1/3/2015,9,4,N,HB_HOUSTON,HU,28.77
Jan_1,1/3/2015,10,1,N,HB_HOUSTON,HU,28.68
Jan_1,1/3/2015,10,2,N,HB_HOUSTON,HU,28.76
Jan_1,1/3/2015,10,3,N,HB_HOUSTON,HU,28.86
Jan_1,1/3/2015,10,4,N,HB_HOUSTON,HU,28.79
Jan_1,1/3/2015,11,1,N,HB_HOUSTON,HU,28.38
Jan_1,1/3/2015,11,2,N,HB_HOUSTON,HU,27.33
Jan_1,1/3/2015,11,3,N,HB_HOUSTON,HU,25.28
Jan_1,1/3/2015,11,4,N,HB_HOUSTON,HU,24.34
Jan_1,1/3/2015,12,1,N,HB_HOUSTON,HU,24.13
Jan_1,1/3/2015,12,2,N,HB_HOUSTON,HU,23.8
Jan_1,1/3/2015,12,3,N,HB_HOUSTON,HU,23.65
Jan_1,1/3/2015,12,4,N,HB_HOUSTON,HU,23.61
Jan_1,1/3/2015,13,1,N,HB_HOUSTON,HU,23.41
Jan_1,1/3/2015,13,2,N,HB_HOUSTON,HU,22.93
Jan_1,1/3/2015,13,3,N,HB_HOUSTON,HU,22.68
Jan_1,1/3/2015,13,4,N,HB_HOUSTON,HU,22.18
Jan_1,1/3/2015,14,1,N,HB_HOUSTON,HU,21.71
Jan_1,1/3/2015,14,2,N,HB_HOUSTON,HU,21.38
Jan_1,1/3/2015,14,3,N,HB_HOUSTON,HU,21.19
Jan_1,1/3/2015,14,4,N,HB_HOUSTON,HU,20.84
Jan_1,1/3/2015,15,1,N,HB_HOUSTON,HU,20.68
Jan_1,1/3/2015,15,2,N,HB_HOUSTON,HU,20.44
Jan_1,1/3/2015,15,3,N,HB_HOUSTON,HU,19.97
Jan_1,1/3/2015,15,4,N,HB_HOUSTON,HU,20
Jan_1,1/3/2015,16,1,N,HB_HOUSTON,HU,19.93
Jan_1,1/3/2015,16,2,N,HB_HOUSTON,HU,19.7
Jan_1,1/3/2015,16,3,N,HB_HOUSTON,HU,19.4
Jan_1,1/3/2015,16,4,N,HB_HOUSTON,HU,18.93
Jan_1,1/3/2015,17,1,N,HB_HOUSTON,HU,18.57
Jan_1,1/3/2015,17,2,N,HB_HOUSTON,HU,18.82
Jan_1,1/3/2015,17,3,N,HB_HOUSTON,HU,19.29
Jan_1,1/3/2015,17,4,N,HB_HOUSTON,HU,19.81
Jan_1,1/3/2015,18,1,N,HB_HOUSTON,HU,19.85
Jan_1,1/3/2015,18,2,N,HB_HOUSTON,HU,20.76
Jan_1,1/3/2015,18,3,N,HB_HOUSTON,HU,21.98
Jan_1,1/3/2015,18,4,N,HB_HOUSTON,HU,22.93
Jan_1,1/3/2015,19,1,N,HB_HOUSTON,HU,22.92
Jan_1,1/3/2015,19,2,N,HB_HOUSTON,HU,23.55
Jan_1,1/3/2015,19,3,N,HB_HOUSTON,HU,22.88
Jan_1,1/3/2015,19,4,N,HB_HOUSTON,HU,22.84
Jan_1,1/3/2015,20,1,N,HB_HOUSTON,HU,22.82
Jan_1,1/3/2015,20,2,N,HB_HOUSTON,HU,22.82
Jan_1,1/3/2015,20,3,N,HB_HOUSTON,HU,22.72
Jan_1,1/3/2015,20,4,N,HB_HOUSTON,HU,22.8
Jan_1,1/3/2015,21,1,N,HB_HOUSTON,HU,22.57
Jan_1,1/3/2015,21,2,N,HB_HOUSTON,HU,22.41
Jan_1,1/3/2015,21,3,N,HB_HOUSTON,HU,22.42
Jan_1,1/3/2015,21,4,N,HB_HOUSTON,HU,22.34
Jan_1,1/3/2015,22,1,N,HB_HOUSTON,HU,22.28
Jan_1,1/3/2015,22,2,N,HB_HOUSTON,HU,22.19
Jan_1,1/3/2015,22,3,N,HB_HOUSTON,HU,22.06
Jan_1,1/3/2015,22,4,N,HB_HOUSTON,HU,21.96
Jan_1,1/3/2015,23,1,N,HB_HOUSTON,HU,22.06
Jan_1,1/3/2015,23,2,N,HB_HOUSTON,HU,21.96
Jan_1,1/3/2015,23,3,N,HB_HOUSTON,HU,21.68
Jan_1,1/3/2015,23,4,N,HB_HOUSTON,HU,21.59
Jan_1,1/3/2015,24,1,N,HB_HOUSTON,HU,21.3
Jan_1,1/3/2015,24,2,N,HB_HOUSTON,HU,20.96
Jan_1,1/3/2015,24,3,N,HB_HOUSTON,HU,20.77
Jan_1,1/3/2015,24,4,N,HB_HOUSTON,HU,20.42
Jan_1,1/4/2015,1,1,N,HB_HOUSTON,HU,20.36
Jan_1,1/4/2015,1,2,N,HB_HOUSTON,HU,20.41
Jan_1,1/4/2015,1,3,N,HB_HOUSTON,HU,20.35
Jan_1,1/4/2015,1,4,N,HB_HOUSTON,HU,20.31
Jan_1,1/4/2015,2,1,N,HB_HOUSTON,HU,20.2
Jan_1,1/4/2015,2,2,N,HB_HOUSTON,HU,19.78
Jan_1,1/4/2015,2,3,N,HB_HOUSTON,HU,19.7
Jan_1,1/4/2015,2,4,N,HB_HOUSTON,HU,19.51
Jan_1,1/4/2015,3,1,N,HB_HOUSTON,HU,19.6
Jan_1,1/4/2015,3,2,N,HB_HOUSTON,HU,19.35
Jan_1,1/4/2015,3,3,N,HB_HOUSTON,HU,19.65
Jan_1,1/4/2015,3,4,N,HB_HOUSTON,HU,19.73
Jan_1,1/4/2015,4,1,N,HB_HOUSTON,HU,19.88
Jan_1,1/4/2015,4,2,N,HB_HOUSTON,HU,19.81
Jan_1,1/4/2015,4,3,N,HB_HOUSTON,HU,19.63
Jan_1,1/4/2015,4,4,N,HB_HOUSTON,HU,19.73
Jan_1,1/4/2015,5,1,N,HB_HOUSTON,HU,19.56
Jan_1,1/4/2015,5,2,N,HB_HOUSTON,HU,19.87
Jan_1,1/4/2015,5,3,N,HB_HOUSTON,HU,19.99
Jan_1,1/4/2015,5,4,N,HB_HOUSTON,HU,20.14
Jan_1,1/4/2015,6,1,N,HB_HOUSTON,HU,20.72
Jan_1,1/4/2015,6,2,N,HB_HOUSTON,HU,20.71
Jan_1,1/4/2015,6,3,N,HB_HOUSTON,HU,20.9
Jan_1,1/4/2015,6,4,N,HB_HOUSTON,HU,21.01
Jan_1,1/4/2015,7,1,N,HB_HOUSTON,HU,21.19
Jan_1,1/4/2015,7,2,N,HB_HOUSTON,HU,21.23
Jan_1,1/4/2015,7,3,N,HB_HOUSTON,HU,21.42
Jan_1,1/4/2015,7,4,N,HB_HOUSTON,HU,21.7
Jan_1,1/4/2015,8,1,N,HB_HOUSTON,HU,21.79
Jan_1,1/4/2015,8,2,N,HB_HOUSTON,HU,21.86
Jan_1,1/4/2015,8,3,N,HB_HOUSTON,HU,22.04
Jan_1,1/4/2015,8,4,N,HB_HOUSTON,HU,22.29
Jan_1,1/4/2015,9,1,N,HB_HOUSTON,HU,22.19
Jan_1,1/4/2015,9,2,N,HB_HOUSTON,HU,22.15
Jan_1,1/4/2015,9,3,N,HB_HOUSTON,HU,22.16
Jan_1,1/4/2015,9,4,N,HB_HOUSTON,HU,22.15
Jan_1,1/4/2015,10,1,N,HB_HOUSTON,HU,22.39
Jan_1,1/4/2015,10,2,N,HB_HOUSTON,HU,22.39
Jan_1,1/4/2015,10,3,N,HB_HOUSTON,HU,22.51
Jan_1,1/4/2015,10,4,N,HB_HOUSTON,HU,22.7
Jan_1,1/4/2015,11,1,N,HB_HOUSTON,HU,22.74
Jan_1,1/4/2015,11,2,N,HB_HOUSTON,HU,22.72
Jan_1,1/4/2015,11,3,N,HB_HOUSTON,HU,22.86
Jan_1,1/4/2015,11,4,N,HB_HOUSTON,HU,22.88
Jan_1,1/4/2015,12,1,N,HB_HOUSTON,HU,22.96
Jan_1,1/4/2015,12,2,N,HB_HOUSTON,HU,22.91
Jan_1,1/4/2015,12,3,N,HB_HOUSTON,HU,23
Jan_1,1/4/2015,12,4,N,HB_HOUSTON,HU,22.79
Jan_1,1/4/2015,13,1,N,HB_HOUSTON,HU,22.56
Jan_1,1/4/2015,13,2,N,HB_HOUSTON,HU,22.41
Jan_1,1/4/2015,13,3,N,HB_HOUSTON,HU,22.15
Jan_1,1/4/2015,13,4,N,HB_HOUSTON,HU,21.88
Jan_1,1/4/2015,14,1,N,HB_HOUSTON,HU,21.93
Jan_1,1/4/2015,14,2,N,HB_HOUSTON,HU,21.78
Jan_1,1/4/2015,14,3,N,HB_HOUSTON,HU,21.66
Jan_1,1/4/2015,14,4,N,HB_HOUSTON,HU,21.61
Jan_1,1/4/2015,15,1,N,HB_HOUSTON,HU,21.37
Jan_1,1/4/2015,15,2,N,HB_HOUSTON,HU,21.2
Jan_1,1/4/2015,15,3,N,HB_HOUSTON,HU,21.24
Jan_1,1/4/2015,15,4,N,HB_HOUSTON,HU,21.15
Jan_1,1/4/2015,16,1,N,HB_HOUSTON,HU,20.9
Jan_1,1/4/2015,16,2,N,HB_HOUSTON,HU,20.87
Jan_1,1/4/2015,16,3,N,HB_HOUSTON,HU,20.9
Jan_1,1/4/2015,16,4,N,HB_HOUSTON,HU,20.84
Jan_1,1/4/2015,17,1,N,HB_HOUSTON,HU,20.85
Jan_1,1/4/2015,17,2,N,HB_HOUSTON,HU,20.75
Jan_1,1/4/2015,17,3,N,HB_HOUSTON,HU,20.85
Jan_1,1/4/2015,17,4,N,HB_HOUSTON,HU,21.05
Jan_1,1/4/2015,18,1,N,HB_HOUSTON,HU,21.26
Jan_1,1/4/2015,18,2,N,HB_HOUSTON,HU,21.93
Jan_1,1/4/2015,18,3,N,HB_HOUSTON,HU,22.54
Jan_1,1/4/2015,18,4,N,HB_HOUSTON,HU,23.4
Jan_1,1/4/2015,19,1,N,HB_HOUSTON,HU,23.73
Jan_1,1/4/2015,19,2,N,HB_HOUSTON,HU,23.55
Jan_1,1/4/2015,19,3,N,HB_HOUSTON,HU,23.33
Jan_1,1/4/2015,19,4,N,HB_HOUSTON,HU,23.3
Jan_1,1/4/2015,20,1,N,HB_HOUSTON,HU,23.91
Jan_1,1/4/2015,20,2,N,HB_HOUSTON,HU,23.92
Jan_1,1/4/2015,20,3,N,HB_HOUSTON,HU,23.8
Jan_1,1/4/2015,20,4,N,HB_HOUSTON,HU,23.86
Jan_1,1/4/2015,21,1,N,HB_HOUSTON,HU,23.79
Jan_1,1/4/2015,21,2,N,HB_HOUSTON,HU,23.89
Jan_1,1/4/2015,21,3,N,HB_HOUSTON,HU,23.66
Jan_1,1/4/2015,21,4,N,HB_HOUSTON,HU,23.41
Jan_1,1/4/2015,22,1,N,HB_HOUSTON,HU,23.12
Jan_1,1/4/2015,22,2,N,HB_HOUSTON,HU,22.99
Jan_1,1/4/2015,22,3,N,HB_HOUSTON,HU,22.58
Jan_1,1/4/2015,22,4,N,HB_HOUSTON,HU,22.29
Jan_1,1/4/2015,23,1,N,HB_HOUSTON,HU,22.03
Jan_1,1/4/2015,23,2,N,HB_HOUSTON,HU,21.87
Jan_1,1/4/2015,23,3,N,HB_HOUSTON,HU,21.52
Jan_1,1/4/2015,23,4,N,HB_HOUSTON,HU,21.24
Jan_1,1/4/2015,24,1,N,HB_HOUSTON,HU,21.07
Jan_1,1/4/2015,24,2,N,HB_HOUSTON,HU,20.88
Jan_1,1/4/2015,24,3,N,HB_HOUSTON,HU,20.77
Jan_1,1/4/2015,24,4,N,HB_HOUSTON,HU,20.73
Jan_1,1/5/2015,1,1,N,HB_HOUSTON,HU,20.73
