Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price,Name
1/1/2015,01:00,N,HB_HOUSTON,22.01,Jan_1
1/1/2015,02:00,N,HB_HOUSTON,21.39,Jan_1
1/1/2015,03:00,N,HB_HOUSTON,21,Jan_1
1/1/2015,04:00,N,HB_HOUSTON,20.72,Jan_1
1/1/2015,05:00,N,HB_HOUSTON,21.18,Jan_1
1/1/2015,06:00,N,HB_HOUSTON,24.58,Jan_1
1/1/2015,07:00,N,HB_HOUSTON,24.84,Jan_1
1/1/2015,08:00,N,HB_HOUSTON,25.11,Jan_1
1/1/2015,09:00,N,HB_HOUSTON,25.87,Jan_1
1/1/2015,10:00,N,HB_HOUSTON,26.15,Jan_1
1/1/2015,11:00,N,HB_HOUSTON,28.33,Jan_1
1/1/2015,12:00,N,HB_HOUSTON,27.86,Jan_1
1/1/2015,13:00,N,HB_HOUSTON,25.79,Jan_1
1/1/2015,14:00,N,HB_HOUSTON,25.34,Jan_1
1/1/2015,15:00,N,HB_HOUSTON,24.75,Jan_1
1/1/2015,16:00,N,HB_HOUSTON,24.52,Jan_1
1/1/2015,17:00,N,HB_HOUSTON,25.1,Jan_1
1/1/2015,18:00,N,HB_HOUSTON,43.53,Jan_1
1/1/2015,19:00,N,HB_HOUSTON,46.11,Jan_1
1/1/2015,20:00,N,HB_HOUSTON,33.53,Jan_1
1/1/2015,21:00,N,HB_HOUSTON,29.91,Jan_1
1/1/2015,22:00,N,HB_HOUSTON,26.73,Jan_1
1/1/2015,23:00,N,HB_HOUSTON,24.91,Jan_1
1/1/2015,24:00,N,HB_HOUSTON,23.77,Jan_1
1/2/2015,01:00,N,HB_HOUSTON,22.94,Jan_1
1/2/2015,02:00,N,HB_HOUSTON,21.88,Jan_1
1/2/2015,03:00,N,HB_HOUSTON,21.65,Jan_1
1/2/2015,04:00,N,HB_HOUSTON,21.7,Jan_1
1/2/2015,05:00,N,HB_HOUSTON,23.18,Jan_1
1/2/2015,06:00,N,HB_HOUSTON,25.63,Jan_1
1/2/2015,07:00,N,HB_HOUSTON,39.5,Jan_1
1/2/2015,08:00,N,HB_HOUSTON,33.77,Jan_1
1/2/2015,09:00,N,HB_HOUSTON,30.02,Jan_1
1/2/2015,10:00,N,HB_HOUSTON,29.45,Jan_1
1/2/2015,11:00,N,HB_HOUSTON,29.55,Jan_1
1/2/2015,12:00,N,HB_HOUSTON,26.75,Jan_1
1/2/2015,13:00,N,HB_HOUSTON,25.99,Jan_1
1/2/2015,14:00,N,HB_HOUSTON,25.22,Jan_1
1/2/2015,15:00,N,HB_HOUSTON,24.68,Jan_1
1/2/2015,16:00,N,HB_HOUSTON,24.33,Jan_1
1/2/2015,17:00,N,HB_HOUSTON,24.81,Jan_1
1/2/2015,18:00,N,HB_HOUSTON,36.71,Jan_1
1/2/2015,19:00,N,HB_HOUSTON,39.11,Jan_1
1/2/2015,20:00,N,HB_HOUSTON,29.8,Jan_1
1/2/2015,21:00,N,HB_HOUSTON,28.47,Jan_1
1/2/2015,22:00,N,HB_HOUSTON,26.33,Jan_1
1/2/2015,23:00,N,HB_HOUSTON,24.91,Jan_1
1/2/2015,24:00,N,HB_HOUSTON,23.76,Jan_1
1/3/2015,01:00,N,HB_HOUSTON,23.38,Jan_1
1/3/2015,02:00,N,HB_HOUSTON,21,Jan_1
1/3/2015,03:00,N,HB_HOUSTON,20.44,Jan_1
1/3/2015,04:00,N,HB_HOUSTON,20.42,Jan_1
1/3/2015,05:00,N,HB_HOUSTON,20.71,Jan_1
1/3/2015,06:00,N,HB_HOUSTON,22.58,Jan_1
1/3/2015,07:00,N,HB_HOUSTON,24.22,Jan_1
1/3/2015,08:00,N,HB_HOUSTON,24.95,Jan_1
1/3/2015,09:00,N,HB_HOUSTON,26.98,Jan_1
1/3/2015,10:00,N,HB_HOUSTON,26.1,Jan_1
1/3/2015,11:00,N,HB_HOUSTON,25.69,Jan_1
1/3/2015,12:00,N,HB_HOUSTON,24.43,Jan_1
1/3/2015,13:00,N,HB_HOUSTON,23.44,Jan_1
1/3/2015,14:00,N,HB_HOUSTON,21.53,Jan_1
1/3/2015,15:00,N,HB_HOUSTON,20.68,Jan_1
1/3/2015,16:00,N,HB_HOUSTON,19.92,Jan_1
1/3/2015,17:00,N,HB_HOUSTON,19.77,Jan_1
1/3/2015,18:00,N,HB_HOUSTON,24.47,Jan_1
1/3/2015,19:00,N,HB_HOUSTON,24.48,Jan_1
1/3/2015,20:00,N,HB_HOUSTON,24.12,Jan_1
1/3/2015,21:00,N,HB_HOUSTON,24,Jan_1
1/3/2015,22:00,N,HB_HOUSTON,23.74,Jan_1
1/3/2015,23:00,N,HB_HOUSTON,22.04,Jan_1
1/3/2015,24:00,N,HB_HOUSTON,20.86,Jan_1
1/4/2015,01:00,N,HB_HOUSTON,19.97,Jan_1
1/4/2015,02:00,N,HB_HOUSTON,18.97,Jan_1
1/4/2015,03:00,N,HB_HOUSTON,17.98,Jan_1
1/4/2015,04:00,N,HB_HOUSTON,16.76,Jan_1
1/4/2015,05:00,N,HB_HOUSTON,19.27,Jan_1
1/4/2015,06:00,N,HB_HOUSTON,21.02,Jan_1
1/4/2015,07:00,N,HB_HOUSTON,22.57,Jan_1
1/4/2015,08:00,N,HB_HOUSTON,23.41,Jan_1
1/4/2015,09:00,N,HB_HOUSTON,25.02,Jan_1
1/4/2015,10:00,N,HB_HOUSTON,25.86,Jan_1
1/4/2015,11:00,N,HB_HOUSTON,25.87,Jan_1
1/4/2015,12:00,N,HB_HOUSTON,25.37,Jan_1
1/4/2015,13:00,N,HB_HOUSTON,24.95,Jan_1
1/4/2015,14:00,N,HB_HOUSTON,24.63,Jan_1
1/4/2015,15:00,N,HB_HOUSTON,24.14,Jan_1
1/4/2015,16:00,N,HB_HOUSTON,23.57,Jan_1
1/4/2015,17:00,N,HB_HOUSTON,24.03,Jan_1
1/4/2015,18:00,N,HB_HOUSTON,35.83,Jan_1
1/4/2015,19:00,N,HB_HOUSTON,34.89,Jan_1
1/4/2015,20:00,N,HB_HOUSTON,29.55,Jan_1
1/4/2015,21:00,N,HB_HOUSTON,29,Jan_1
1/4/2015,22:00,N,HB_HOUSTON,28.86,Jan_1
1/4/2015,23:00,N,HB_HOUSTON,27.21,Jan_1
1/4/2015,24:00,N,HB_HOUSTON,26.43,Jan_1
1/5/2015,01:00,N,HB_HOUSTON,22.31,Jan_1
1/5/2015,02:00,N,HB_HOUSTON,22.29,Jan_1
1/5/2015,03:00,N,HB_HOUSTON,22.02,Jan_1
1/5/2015,04:00,N,HB_HOUSTON,22.64,Jan_1
1/5/2015,05:00,N,HB_HOUSTON,25.51,Jan_1
1/5/2015,06:00,N,HB_HOUSTON,31.06,Jan_1
1/5/2015,07:00,N,HB_HOUSTON,93.58,Jan_1
1/5/2015,08:00,N,HB_HOUSTON,64.45,Jan_1
1/5/2015,09:00,N,HB_HOUSTON,38.1,Jan_1
1/5/2015,10:00,N,HB_HOUSTON,31.2,Jan_1
1/5/2015,11:00,N,HB_HOUSTON,26.9,Jan_1
1/5/2015,12:00,N,HB_HOUSTON,24.77,Jan_1
1/5/2015,13:00,N,HB_HOUSTON,24.12,Jan_1
1/5/2015,14:00,N,HB_HOUSTON,22.87,Jan_1
1/5/2015,15:00,N,HB_HOUSTON,22,Jan_1
1/5/2015,16:00,N,HB_HOUSTON,21.88,Jan_1
1/5/2015,17:00,N,HB_HOUSTON,22.24,Jan_1
1/5/2015,18:00,N,HB_HOUSTON,27.89,Jan_1
1/5/2015,19:00,N,HB_HOUSTON,34.72,Jan_1
1/5/2015,20:00,N,HB_HOUSTON,28.45,Jan_1
1/5/2015,21:00,N,HB_HOUSTON,27.9,Jan_1
1/5/2015,22:00,N,HB_HOUSTON,25.18,Jan_1
1/5/2015,23:00,N,HB_HOUSTON,23.36,Jan_1
1/5/2015,24:00,N,HB_HOUSTON,21.29,Jan_1
1/6/2015,01:00,N,HB_HOUSTON,19.72,Jan_1
1/6/2015,02:00,N,HB_HOUSTON,18.57,Jan_1
1/6/2015,03:00,N,HB_HOUSTON,18.59,Jan_1
1/6/2015,04:00,N,HB_HOUSTON,19.23,Jan_1
1/6/2015,05:00,N,HB_HOUSTON,20.94,Jan_1
1/6/2015,06:00,N,HB_HOUSTON,24.24,Jan_1
1/6/2015,07:00,N,HB_HOUSTON,58.88,Jan_1
1/6/2015,08:00,N,HB_HOUSTON,32.67,Jan_1
1/6/2015,09:00,N,HB_HOUSTON,27.27,Jan_1
1/6/2015,10:00,N,HB_HOUSTON,25.39,Jan_1
1/6/2015,11:00,N,HB_HOUSTON,25.11,Jan_1
1/6/2015,12:00,N,HB_HOUSTON,24.2,Jan_1
1/6/2015,13:00,N,HB_HOUSTON,23.11,Jan_1
1/6/2015,14:00,N,HB_HOUSTON,22.51,Jan_1
1/6/2015,15:00,N,HB_HOUSTON,21.98,Jan_1
1/6/2015,16:00,N,HB_HOUSTON,22,Jan_1
1/6/2015,17:00,N,HB_HOUSTON,22.45,Jan_1
1/6/2015,18:00,N,HB_HOUSTON,25.97,Jan_1
1/6/2015,19:00,N,HB_HOUSTON,29.08,Jan_1
1/6/2015,20:00,N,HB_HOUSTON,27.2,Jan_1
1/6/2015,21:00,N,HB_HOUSTON,26.94,Jan_1
1/6/2015,22:00,N,HB_HOUSTON,25.43,Jan_1
1/6/2015,23:00,N,HB_HOUSTON,23.5,Jan_1
1/6/2015,24:00,N,HB_HOUSTON,22.19,Jan_1
1/7/2015,01:00,N,HB_HOUSTON,21.12,Jan_1
1/7/2015,02:00,N,HB_HOUSTON,19.77,Jan_1
1/7/2015,03:00,N,HB_HOUSTON,19.98,Jan_1
1/7/2015,04:00,N,HB_HOUSTON,19.99,Jan_1
1/7/2015,05:00,N,HB_HOUSTON,21.13,Jan_1
1/7/2015,06:00,N,HB_HOUSTON,23.9,Jan_1
1/7/2015,07:00,N,HB_HOUSTON,30.19,Jan_1
1/7/2015,08:00,N,HB_HOUSTON,26.48,Jan_1
1/7/2015,09:00,N,HB_HOUSTON,24.68,Jan_1
1/7/2015,10:00,N,HB_HOUSTON,24.36,Jan_1
1/7/2015,11:00,N,HB_HOUSTON,23.85,Jan_1
1/7/2015,12:00,N,HB_HOUSTON,22.89,Jan_1
1/7/2015,13:00,N,HB_HOUSTON,22.48,Jan_1
1/7/2015,14:00,N,HB_HOUSTON,22.03,Jan_1
1/7/2015,15:00,N,HB_HOUSTON,21.98,Jan_1
1/7/2015,16:00,N,HB_HOUSTON,21.84,Jan_1
1/7/2015,17:00,N,HB_HOUSTON,22.6,Jan_1
1/7/2015,18:00,N,HB_HOUSTON,35.31,Jan_1
1/7/2015,19:00,N,HB_HOUSTON,45.79,Jan_1
1/7/2015,20:00,N,HB_HOUSTON,40.17,Jan_1
1/7/2015,21:00,N,HB_HOUSTON,36.86,Jan_1
1/7/2015,22:00,N,HB_HOUSTON,33.28,Jan_1
1/7/2015,23:00,N,HB_HOUSTON,31.65,Jan_1
1/7/2015,24:00,N,HB_HOUSTON,28.09,Jan_1
1/8/2015,01:00,N,HB_HOUSTON,21.84,Jan_1
1/8/2015,02:00,N,HB_HOUSTON,21.86,Jan_1
1/8/2015,03:00,N,HB_HOUSTON,21.91,Jan_1
1/8/2015,04:00,N,HB_HOUSTON,21.9,Jan_1
