Measurement time,FCAS Event (%),Full Charge Energy (kWh),Nominal Energy (kWh),Expected Energy (kWh),Charge P Max (kW),Discharge P Max (kW),Available Blocks,3 Phase Voltage (V),3 Phase Current (A),3 Phase Power (kW),3 Phase Reactive Power (kVAr),3 Phase Apparent Power (kVA),Power Factor,Frequency (Hz),Real Energy Imported (kWh),Real Energy Exported (kWh),Reactive Energy Imported (kVArh),Reactive Energy Exported (kVArh),Apparent Energy (kVAh),Energy Price ($/MWh),Raise 6sec Price ($/MWh),Raise 60sec Price ($/MWh),Raise 5min Price ($/MWh)
2022-01-01T00:00:00+10:00,0%,2058.466,993.256,928.316,,,,242.37,1466.3,-1070.69799,21297.3,1073.88994,1,50.01,1608670.592,1382155.008,10860.268,274109.952,1742995.584,118.73,5,2.29,0.75
2022-01-01T00:05:00+10:00,0%,2058.464,907.831,844.144,,,,242.61,1525.76,-1109.21055,22695.64,1109.4471299999998,1,50.01,1608670.592,1382240.64,10861.976,274109.952,1742995.584,119.1,5,2.29,0.75
2022-01-01T00:10:00+10:00,0%,2058.461,814.546,751.969,,,,242.7,1524.91,-1109.23866,22575.33,1109.44501,1,50.01,1608670.592,1382337.024,10863.938,274109.952,1742995.584,118.73,5,1.98,0.75
2022-01-01T00:15:00+10:00,0%,2058.458,721.749,660.531,,,,242.66,1451.53,-1055.86647,20951.28,1055.93392,1,50.01,1608670.592,1382429.44,10865.826,274109.952,1742995.584,109.2,5,2.29,0.75
2022-01-01T00:20:00+10:00,0%,2058.459,632.963,572.88,,,,242.57,1521.77,-1106.18801,22591.11,1106.43799,1,49.99,1608670.592,1382517.248,10867.566,274109.952,1742995.584,117.62,5,2.29,0.75
2022-01-01T00:25:00+10:00,0%,2058.46,539.718,481.661,,,,241.74,577.08,-417.43804,2677.61,417.53181,0.58,50.01,1608670.592,1382606.848,10869.401,274109.984,1742995.584,118.73,5,2.29,0.75
2022-01-01T00:30:00+10:00,0%,2058.461,504.739,447.039,,,,242.32,1478.01,-1076.19744,21942.15,1078.27463,1,49.99,1608670.592,1382642.304,10869.733,274110.048,1742995.584,118.73,5,2.29,0.75
2022-01-01T00:35:00+10:00,0%,2058.463,416.083,360.423,,,,242.39,1526.37,-1108.874,22645.12,1109.15155,1,50,1608670.592,1382731.776,10871.557,274110.048,1742995.584,119.1,5,2.29,0.75
2022-01-01T00:40:00+10:00,0%,2058.457,310.278,267.448,,,,241.87,937.58,-679.58949,9937.45,679.65624,1,50.02,1608670.592,1382820.736,10873.373,274110.048,1742995.584,118.73,5,2.29,0.75
2022-01-01T00:45:00+10:00,0%,2058.453,242.422,211.103,,,,241.04,161.52,-115.48661,-13149.79,116.32069,-0.99,50,1608670.592,1382877.568,10874.201,274110.08,1742995.584,115.31,5,2.29,0.75
2022-01-01T00:50:00+10:00,0%,2058.457,229.183,200.312,,,,240.98,34.95,-8.81344,-20489.78,25.20625,-0.24,50.01,1608670.592,1382887.04,10874.201,274111.2,1742995.584,94.74,5,2.29,0.75
2022-01-01T00:55:00+10:00,0%,2058.456,227.592,198.976,,,,240.93,38.85,-13.73601,-20538.49,27.80329,-0.39,50,1608670.592,1382887.808,10874.201,274112.864,1742995.584,91.1,5,2.29,0.75
2022-01-01T01:00:00+10:00,0%,2058.4,226.051,198.096,,,,241.19,197.56,-138.37537,-11772.58,142.33691000000002,-0.82,49.99,1608670.592,1382888.832,10874.201,274114.528,1742995.712,106.43,5,2.29,0.75
2022-01-01T01:05:00+10:00,0%,2058.369,212.539,187.359,,,,241.07,36.21,-7.4716700000000005,-20460.81,25.92185,-0.13,50,1608670.592,1382900.352,10874.201,274115.52,1742995.712,105.48,7.14,2.29,0.75
2022-01-01T01:10:00+10:00,0%,2058.366,211.726,187.033,,,,240.91,28.34,-0.69221,-20160.92,20.18343,-0.03,49.99,1608670.592,1382900.736,10874.201,274117.344,1742996.096,91.2,5,2.29,0.75
2022-01-01T01:15:00+10:00,0%,2058.366,211.419,186.835,,,,241.23,28.04,0.04857,-19765.14,19.98018,0.01,50.01,1608670.72,1382900.736,10874.201,274119.008,1742996.864,107.64,7.14,2.29,0.75
2022-01-01T01:20:00+10:00,0%,2058.364,210.495,185.797,,,,241.26,47.08,23.740759999999998,-20240.19,33.91004,0.6,50.01,1608670.72,1382900.864,10874.201,274120.64,1742997.76,91.2,5,2.29,0.75
2022-01-01T01:25:00+10:00,0%,2058.378,209.362,183.758,,,,241.25,43.41,22.358970000000003,-19983.87,30.533939999999998,0.64,50.02,1608672.64,1382900.864,10874.201,274122.272,1743000.064,91.2,5,2.29,0.75
2022-01-01T01:30:00+10:00,0%,2058.332,209.348,183.118,,,,241.03,59.95,35.42154,-20178.54,42.947669999999995,0.72,50.01,1608674.432,1382900.864,10874.201,274124,1743002.752,91.2,5,4.97,0.8
2022-01-01T01:35:00+10:00,0%,2058.247,211.137,185.648,,,,241.35,30.2,-0.97026,-20114.97,21.523619999999998,-0.09,50.01,1608677.248,1382900.864,10874.201,274125.6,1743006.08,99.99,5,4.97,0.75
2022-01-01T01:40:00+10:00,0%,2058.248,209.458,183.667,,,,241.19,48.86,25.27684,-20271.45,35.55486,0.65,50.01,1608677.376,1382901.12,10874.201,274127.296,1743006.848,91.67,5,4.97,0.75
2022-01-01T01:45:00+10:00,0%,2058.26,210.993,184.619,,,,241.46,30.18,7.3797,-19808.72,21.58841,0.32,50.02,1608679.552,1382901.12,10874.201,274128.992,1743009.408,99.3,5,4.97,0.75
2022-01-01T01:50:00+10:00,0%,2058.267,211.35,184.993,,,,241.56,28.59,4.61257,-19882.26,20.40859,0.23,50.01,1608680.064,1382901.12,10874.201,274130.72,1743011.2,84.62,5,4.97,0.75
2022-01-01T01:55:00+10:00,0%,2058.396,211.034,184.091,,,,241.5,48.81,26.92127,-20093.86,35.111160000000005,0.7,50.01,1608680.448,1382901.12,10874.201,274132.352,1743012.864,85.2,5,4.97,0.75
2022-01-01T02:00:00+10:00,0%,2058.309,211.982,185.014,,,,241.47,28.5,2.05449,-20226.1,20.342959999999998,0.11,50.01,1608682.624,1382901.12,10874.201,274134.016,1743015.808,92.01,4.97,2.95,0.75
2022-01-01T02:05:00+10:00,0%,2058.333,211.538,184.291,,,,241.53,37.98,17.1204,-19934.13,27.25882,0.59,50,1608682.752,1382901.12,10874.201,274135.648,1743017.088,96.29,4.97,2.95,0.75
2022-01-01T02:10:00+10:00,0%,2058.296,212.36,184.587,,,,241.58,31.82,10.05385,-19917.34,22.78409,0.43,50.01,1608684.16,1382901.12,10874.201,274137.376,1743019.392,91.2,5,2.95,0.8
2022-01-01T02:15:00+10:00,0%,2058.266,212.972,184.825,,,,241.62,28.5,3.8373000000000004,-19886.09,20.370099999999997,0.19,50,1608685.056,1382901.12,10874.201,274138.976,1743021.312,73.56,4.97,3.87,0.8
2022-01-01T02:20:00+10:00,0%,2058.251,212.99,184.732,,,,241.59,29.87,7.16084,-19850.02,21.342470000000002,0.34,49.99,1608685.312,1382901.12,10874.201,274140.672,1743022.976,92.39,4.97,2.5,0.8
2022-01-01T02:25:00+10:00,0%,2058.207,212.835,184.703,,,,241.71,29.64,6.93894,-19891.11,21.23137,0.33,49.99,1608685.824,1382901.12,10874.201,274142.336,1743024.768,87.41,4.97,2.95,0.8
2022-01-01T02:30:00+10:00,0%,2058.24,212.905,184.883,,,,241.58,28.45,4.08895,-19857.75,20.302970000000002,0.19,49.99,1608686.336,1382901.12,10874.201,274143.936,1743026.432,109.1,4.97,2.29,0.75
2022-01-01T02:35:00+10:00,0%,2058.204,212.543,184.785,,,,241.62,31.98,9.351510000000001,-19895.53,22.824740000000002,0.38,49.98,1608686.72,1382901.12,10874.201,274145.664,1743028.096,109.2,1.95,2.29,0.75
2022-01-01T02:40:00+10:00,0%,2058.16,212.487,184.581,,,,241.54,31.5,9.77393,-19872.45,22.56259,0.42,49.99,1608687.488,1382901.12,10874.201,274147.264,1743030.016,109.34,1.95,2.29,0.8
2022-01-01T02:45:00+10:00,0%,2058.134,212.66,184.848,,,,241.66,28.27,3.37222,-19896.95,20.23516,0.17,50.02,1608688.256,1382901.12,10874.201,274148.96,1743032.064,110.86,1.95,2.29,0.75
2022-01-01T02:50:00+10:00,0%,2058.117,212.549,184.731,,,,241.59,29.31,6.1559,-19862.25,20.95924,0.29,50.01,1608688.64,1382901.12,10874.201,274150.624,1743033.6,109.1,1.98,2.77,0.75
2022-01-01T02:55:00+10:00,0%,2058.142,212.854,184.902,,,,241.59,28.24,2.9815300000000002,-19937.48,20.160610000000002,0.15,50.02,1608689.152,1382901.12,10874.201,274152.224,1743035.392,108.33,2.5,2.29,0.8
2022-01-01T03:00:00+10:00,0%,2058.105,212.832,184.797,,,,241.66,28.74,4.81805,-19885.83,20.52582,0.23,50.01,1608689.408,1382901.12,10874.201,274153.984,1743037.184,109.1,5,2.78,0.8
2022-01-01T03:05:00+10:00,0%,2058.099,212.96,184.824,,,,241.7,28.31,3.33134,-19920,20.227240000000002,0.16,50.01,1608689.792,1382901.12,10874.201,274155.616,1743038.72,109.33,5,2.29,0.75
2022-01-01T03:10:00+10:00,0%,2058.085,212.868,184.758,,,,241.76,29.54,6.60478,-19894.39,21.099520000000002,0.31,50.02,1608690.048,1382901.12,10874.201,274157.248,1743040.384,109.2,5,2.29,0.75
2022-01-01T03:15:00+10:00,0%,2058.042,213.124,184.914,,,,241.84,28.47,3.98156,-19933.85,20.376900000000003,0.2,50.02,1608690.56,1382901.12,10874.201,274158.944,1743042.304,109.2,5,2.29,0.75
2022-01-01T03:20:00+10:00,0%,2057.998,213.015,184.795,,,,241.85,29.26,5.69005,-19938.3,20.939130000000002,0.27,50.02,1608690.816,1382901.12,10874.201,274160.608,1743043.84,91.2,5,2.29,0.75
2022-01-01T03:25:00+10:00,0%,2058.016,213.19,184.927,,,,241.82,28.15,2.0141400000000003,-20041.18,20.124599999999997,0.1,50.03,1608691.2,1382901.12,10874.201,274162.24,1743045.632,91.2,5,2.29,0.75
2022-01-01T03:30:00+10:00,0%,2058.001,213.198,184.963,,,,241.9,28.18,2.3465700000000003,-20002.32,20.147759999999998,0.12,50.01,1608691.456,1382901.12,10874.201,274163.936,1743047.424,80.62,2.78,2.78,0.88
2022-01-01T03:35:00+10:00,0%,2057.997,213.208,184.884,,,,241.87,28.24,2.8377600000000003,-19969.2,20.1372,0.14,50.01,1608691.584,1382901.12,10874.201,274165.6,1743048.96,81.21,1.95,2.29,0.75
2022-01-01T03:40:00+10:00,0%,2057.996,213.266,184.886,,,,241.9,28.31,3.35765,-19952.28,20.25514,0.17,50.02,1608691.84,1382901.12,10874.201,274167.264,1743050.752,84.12,1.95,2.29,0.75
2022-01-01T03:45:00+10:00,0%,2057.962,213.294,184.818,,,,241.95,28.41,3.7794899999999996,-19954.62,20.313959999999998,0.18,50.02,1608692.096,1382901.12,10874.201,274168.896,1743052.416,78.16,1.98,2.29,0.75
2022-01-01T03:50:00+10:00,0%,2057.94,213.336,184.822,,,,241.97,28.41,3.8232,-19939.97,20.297759999999997,0.18,50.01,1608692.48,1382901.12,10874.201,274170.56,1743054.08,80.64,5,2.5,0.8
2022-01-01T03:55:00+10:00,0%,2057.923,213.5,184.877,,,,241.76,28.2,2.92191,-19974.47,20.187810000000002,0.15,50.01,1608692.736,1382901.12,10874.201,274172.256,1743055.744,77.92,7.52,4.49,0.88
2022-01-01T04:00:00+10:00,0%,2057.887,213.548,184.888,,,,242.09,28.12,1.9988800000000002,-20050.97,20.1429,0.1,50.01,1608692.992,1382901.12,10874.201,274173.92,1743057.536,91.1,4.98,2.78,0.87
2022-01-01T04:05:00+10:00,0%,2057.887,213.588,184.93,,,,242.12,28.17,2.30011,-20051.27,20.1785,0.11,50.03,1608693.248,1382901.12,10874.201,274175.52,1743059.072,78.45,9.29,8.49,0.88
2022-01-01T04:10:00+10:00,0%,2057.873,213.641,184.914,,,,242,28.24,2.74826,-20012.37,20.22773,0.14,50.02,1608693.376,1382901.12,10874.201,274177.248,1743060.736,75.41,4.98,4.97,0.8
2022-01-01T04:15:00+10:00,0%,2057.856,213.739,184.883,,,,241.95,28.22,2.71998,-20015.41,20.18848,0.14,50.02,1608693.632,1382901.12,10874.201,274178.848,1743062.4,80.02,4.97,4.49,0.75
2022-01-01T04:20:00+10:00,0%,2057.846,213.808,184.938,,,,241.99,28.2,2.7574,-20001.29,20.18611,0.14,50,1608693.888,1382901.12,10874.201,274180.608,1743064.064,71.93,4.97,2.29,0.68
2022-01-01T04:25:00+10:00,0%,2057.842,213.904,184.945,,,,241.94,28.1,1.9892699999999999,-20012.07,20.10947,0.1,49.99,1608694.144,1382901.12,10874.201,274182.24,1743065.856,73.67,2.95,2.5,0.75
2022-01-01T04:30:00+10:00,0%,2057.837,213.926,184.932,,,,241.9,28.1,2.21205,-19999.28,20.10332,0.11,49.98,1608694.272,1382901.12,10874.201,274183.904,1743067.52,74.21,2.95,2.29,0.75
2022-01-01T04:35:00+10:00,0%,2057.843,213.981,184.948,,,,241.96,28.15,2.04163,-20043.04,20.160400000000003,0.1,50.02,1608694.4,1382901.12,10874.201,274185.6,1743069.312,74.64,2.95,2.29,0.75
2022-01-01T04:40:00+10:00,0%,2057.836,214.065,184.945,,,,241.93,28.14,2.04845,-20042.03,20.12264,0.1,50.03,1608694.656,1382901.12,10874.201,274187.264,1743070.848,71.94,4.98,2.78,0.8
2022-01-01T04:45:00+10:00,0%,2057.825,214.096,184.945,,,,242.08,28.16,2.34441,-20017.04,20.168740000000003,0.11,50.01,1608694.784,1382901.12,10874.201,274188.832,1743072.512,68.21,1.95,2.29,0.75
2022-01-01T04:50:00+10:00,0%,2057.808,214.178,184.991,,,,241.98,25.12,0.86529,-17816.81,17.78139,0.04,49.99,1608695.04,1382901.12,10874.201,274190.496,1743074.176,68.21,1.94,1.94,0.75
2022-01-01T04:55:00+10:00,0%,2057.799,214.11,184.922,,,,241.98,24.31,3.75269,-16869.27,17.594009999999997,0.19,50.01,1608695.04,1382901.12,10874.201,274192.032,1743074.944,68.21,1.94,1.95,0.68
2022-01-01T05:00:00+10:00,0%,2057.808,214.291,185.064,,,,242,24.85,0.7553300000000001,-17734.09,17.769849999999998,0.04,50,1608695.424,1382901.12,10874.201,274193.504,1743076.48,71.52,4.98,4.97,0.68
2022-01-01T05:05:00+10:00,0%,2057.823,214.298,185.033,,,,242.06,23.97,1.37983,-17117.37,17.110310000000002,0.07,50,1608695.424,1382901.12,10874.201,274194.976,1743077.504,78.68,4.97,2.29,0.68
2022-01-01T05:10:00+10:00,0%,2057.807,214.293,184.964,,,,242.11,28.35,3.29297,-20011.55,20.30638,0.17,50.01,1608695.552,1382901.12,10874.201,274196.416,1743078.912,68.21,4.97,2.29,0.68
2022-01-01T05:15:00+10:00,0%,2057.803,214.439,185.064,,,,241.73,22.86,0.9639,-16323.62,16.36815,0.06,50.01,1608695.936,1382901.12,10874.201,274198.048,1743080.576,73.73,4.98,8.49,0.75
2022-01-01T05:20:00+10:00,0%,2057.795,214.415,184.982,,,,241.36,25.6,1.54553,-18206,18.2814,0.08,50.02,1608695.936,1382901.12,10874.201,274199.36,1743081.856,68.26,4.97,2.29,0.75
2022-01-01T05:25:00+10:00,0%,2057.796,214.437,184.943,,,,241.36,28.15,2.54028,-19915.83,20.1112,0.12,50.02,1608696.064,1382901.12,10874.201,274200.864,1743083.392,67.97,4.98,4.88,0.75
2022-01-01T05:30:00+10:00,0%,2057.79,214.52,184.945,,,,241.46,28.13,2.3712600000000004,-19939.26,20.07951,0.12,50.02,1608696.192,1382901.12,10874.201,274202.624,1743085.184,67.73,4.97,4.49,0.75
2022-01-01T05:35:00+10:00,0%,2057.777,214.597,184.909,,,,241.55,28.16,2.3989499999999997,-19963.9,20.10594,0.12,50.02,1608696.32,1382901.12,10874.201,274204.192,1743086.72,67.73,4.97,4.49,0.75
2022-01-01T05:40:00+10:00,0%,2057.787,214.715,184.921,,,,241.63,28.1,2.06109,-19983.45,20.09307,0.1,50.02,1608696.576,1382901.12,10874.201,274205.952,1743088.512,67.73,4.97,2.29,0.75
2022-01-01T05:45:00+10:00,0%,2057.769,214.746,184.927,,,,241.59,28.18,2.68201,-19961.52,20.128169999999997,0.13,50.03,1608696.704,1382901.12,10874.201,274207.52,1743090.176,57.21,4.97,2.29,0.75
2022-01-01T05:50:00+10:00,0%,2057.765,214.865,184.911,,,,241.37,59.65,34.85888,-18831.28,44.08428,0.59,50.04,1608696.96,1382901.12,10874.201,274209.184,1743091.712,31.34,4.98,8.49,0.75
2022-01-01T05:55:00+10:00,0%,2057.716,217.425,186.699,,,,240.58,439.96,308.61037,-9432.42,316.15758,0.57,50.02,1608699.904,1382901.12,10874.201,274210.784,1743095.424,18.51,4.98,8.49,0.75
2022-01-01T06:00:00+10:00,0%,2057.714,242.547,208.877,,,,241.19,84.54,52.70665,-20081.57,60.9515,0.72,50.01,1608724.48,1382901.12,10874.201,274211.584,1743120.768,23.62,4.97,3.47,0.75
2022-01-01T06:05:00+10:00,0%,2057.711,246.434,212.384,,,,241.2,22.36,1.5803900000000002,-14950.18,15.946069999999999,0.03,50.02,1608727.936,1382901.248,10874.201,274213.28,1743124.48,67.73,4.97,2.29,0.68
2022-01-01T06:10:00+10:00,0%,2057.71,246.416,212.36,,,,240.95,23.67,0.74627,-16939.81,16.995639999999998,0.05,50.02,1608728.064,1382901.248,10874.201,274214.592,1743125.248,42.09,4.98,4.49,0.75
2022-01-01T06:15:00+10:00,0%,2057.709,246.387,212.28,,,,240.5,187.29,131.58969,-11330.69,135.38579000000001,0.78,50.01,1608728.064,1382901.248,10874.201,274215.904,1743126.528,27.11,4.97,3.46,0.68
2022-01-01T06:20:00+10:00,0%,2057.711,257.165,221.042,,,,240.1,395.38,279.41925,-4147.58,283.99456,-0.73,50.02,1608738.688,1382901.248,10874.201,274216.896,1743137.536,23.01,4.97,2.29,0.68
2022-01-01T06:25:00+10:00,0%,2057.71,281.07,241.06,,,,238.5,1207.45,856.84775,-9948.6,860.6728499999999,0.81,50.03,1608761.984,1382901.248,10874.27,274217.312,1743161.088,0.73,4.97,4.49,0.68
2022-01-01T06:30:00+10:00,0%,2057.711,352.332,300.595,,,,238.57,1124.12,823.3633199999999,-3889.52,823.2128399999999,0.26,50.02,1608832.384,1382901.248,10874.275,274218.112,1743232,11.84,5,8.9,0.3
2022-01-01T06:35:00+10:00,0%,2057.717,410.581,353.957,,,,239.13,868.55,615.91813,-12970.75,619.39699,0.89,50.01,1608894.336,1382901.248,10874.328,274218.464,1743293.696,0.73,9.29,9.4,0.35
2022-01-01T06:40:00+10:00,0%,2057.716,456.279,399.475,,,,240.23,259.46,180.243,-9668.72,185.74110000000002,0.76,50.01,1608946.304,1382901.248,10874.328,274219.488,1743345.92,23.62,1,1,0.03
2022-01-01T06:45:00+10:00,0%,2057.715,468.084,411.238,,,,239.43,688.52,483.08406,-6975.78,488.00861,0.77,50,1608959.104,1382901.248,10874.328,274220.384,1743358.848,18.3,1.94,1.49,0.26
2022-01-01T06:50:00+10:00,0%,2057.716,502.718,444.634,,,,239.51,638.03,450.97752,-7118.72,456.64152,0.36,49.99,1608998.784,1382901.376,10874.328,274220.896,1743398.784,18.51,1.94,1.95,0.26
2022-01-01T06:55:00+10:00,0%,2057.717,535.67,476.686,,,,238.19,1209.27,855.95848,-10457.03,861.16927,0.77,49.99,1609036.416,1382901.376,10874.351,274221.472,1743436.672,0,4.97,2.29,0.5
2022-01-01T07:00:00+10:00,0%,2057.715,595.019,536.01,,,,238.31,983.45,695.18382,-11821.93,699.05112,0.84,49.96,1609104.768,1382901.376,10874.351,274222.304,1743505.408,0,2.01,1.98,0.49
2022-01-01T07:05:00+10:00,0%,2057.719,639.127,579,,,,237.19,1559.62,1109.30071,-7253.1,1109.31791,1,49.97,1609159.552,1382901.376,10874.352,274223.392,1743560.704,18.3,1.94,2.02,0.49
2022-01-01T07:10:00+10:00,0%,2057.721,719.398,658.797,,,,237.31,1557.97,1108.55575,-7292.3,1108.5961599999998,1,49.98,1609251.84,1382901.376,10874.352,274224,1743653.504,13,1,2.78,0.49
2022-01-01T07:15:00+10:00,0%,2057.72,799.575,737.434,,,,237.19,1559.25,1109.17803,-7379.78,1109.2588899999998,1,49.97,1609344.256,1382901.376,10874.352,274224.64,1743745.92,18.3,1,5.01,0.5
2022-01-01T07:20:00+10:00,0%,2057.719,879.592,816.253,,,,237.33,1476.38,1050.5623400000002,-6912.63,1050.60127,1,49.97,1609437.056,1382901.376,10874.352,274225.216,1743838.208,23.62,0.96,2,0.3
2022-01-01T07:25:00+10:00,0%,2057.72,955.618,891.271,,,,237.23,1398.7,994.96422,-6372.34,994.92098,1,49.97,1609524.096,1382901.376,10874.352,274225.824,1743925.376,23.84,0.96,1.49,0.3
2022-01-01T07:30:00+10:00,0%,2057.714,1028.004,962.959,,,,237.31,1342.11,954.91188,-6123.51,954.92588,1,49.99,1609603.328,1382901.376,10874.352,274226.304,1744004.352,26.23,1.5,8.49,0.75
2022-01-01T07:35:00+10:00,0%,2057.723,1097.112,1031.31,,,,237.43,1222.87,870.60636,-5193.1,870.63852,1,50.01,1609686.016,1382901.376,10874.352,274226.848,1744087.296,23.84,1.49,8.68,0.75
2022-01-01T07:40:00+10:00,0%,2057.723,1160.455,1094.117,,,,237.07,1358.7,965.70665,-6117.91,965.6738399999999,1,50.02,1609755.904,1382901.376,10874.352,274227.296,1744156.928,19.39,1.94,2.29,0.49
2022-01-01T07:45:00+10:00,0%,2057.72,1230.659,1163.371,,,,236.64,1505.57,1068.3505400000001,-7060.46,1068.31423,1,49.99,1609840,1382901.376,10874.352,274227.808,1744241.28,18.51,2.95,8.49,0.75
2022-01-01T07:50:00+10:00,0%,2057.721,1307.668,1239.536,,,,239.54,29.28,5.32716,-19610.17,20.75069,0.26,49.98,1609925.76,1382901.376,10874.352,274228.416,1744326.784,23.62,0.99,2.29,0.5
2022-01-01T07:55:00+10:00,0%,2057.727,1308.426,1240.213,,,,239.19,31.82,9.95228,-19489.9,22.64325,0.42,49.98,1609926.272,1382901.376,10874.352,274230.016,1744328.32,23.84,1.48,2.29,0.5
2022-01-01T08:00:00+10:00,0%,2057.728,1308.5,1240.213,,,,238.98,28.31,1.9243299999999999,-19940,19.93166,0.08,49.99,1609927.04,1382901.376,10874.352,274231.648,1744329.856,28.75,0.96,2.03,0.5
2022-01-01T08:05:00+10:00,0%,2057.726,1308.275,1239.893,,,,239.98,1434.29,-1036.78625,20322.49,1040.59969,1,49.97,1609927.168,1382902.272,10874.354,274233.28,1744331.52,67.73,0.96,2.29,0.49
2022-01-01T08:10:00+10:00,0%,2057.725,1225.72,1157.799,,,,239.77,1453.9,-1044.89506,20536.89,1045.20699,1,49.98,1609927.168,1382988.8,10876.062,274233.28,1744331.52,67.73,0.99,1.98,0.5
2022-01-01T08:15:00+10:00,0%,2057.723,1138.14,1071.368,,,,239.84,1519.3,-1092.11626,21991.5,1092.31824,1,49.99,1609927.168,1383075.584,10877.768,274233.28,1744331.52,60.1,1.48,2.29,0.5
2022-01-01T08:20:00+10:00,0%,2057.723,1046.963,980.951,,,,239.78,1211.47,-859.18688,15367.56,859.39357,1,49.97,1609927.168,1383161.984,10879.512,274233.28,1744331.52,60.1,1.48,2.78,0.75
2022-01-01T08:25:00+10:00,0%,2057.724,972.495,907.561,,,,239.63,1016.66,-727.47261,10649.92,731.11837,0.84,49.99,1609927.168,1383239.296,10880.91,274233.28,1744331.52,67.73,1.01,1.98,0.5
2022-01-01T08:30:00+10:00,0%,2057.717,912.269,847.695,,,,238.59,68.57,-42.7053,-17865.44,47.25653,-0.76,49.99,1609927.168,1383297.536,10881.924,274233.536,1744331.648,67.41,1.48,2.29,0.5
2022-01-01T08:35:00+10:00,0%,2057.715,906.72,842.943,,,,238.61,29.23,-2.89875,-20068.46,20.68151,-0.13,50,1609927.168,1383301.12,10881.924,274234.944,1744331.648,67.73,0.99,1.95,0.49
2022-01-01T08:40:00+10:00,0%,2057.715,906.389,842.451,,,,241.22,28.37,-1.67343,-20182.04,20.26228,-0.08,49.99,1609927.168,1383301.376,10881.924,274236.672,1744331.776,67.73,1.49,3.12,0.75
2022-01-01T08:45:00+10:00,0%,2057.716,906.156,842.231,,,,241.26,32.18,-6.02428,-20452.55,23.195619999999998,-0.19,49.98,1609927.168,1383301.504,10881.924,274238.336,1744331.904,60.1,0.99,1.98,0.5
2022-01-01T08:50:00+10:00,0%,2057.712,905.344,841.396,,,,240.91,29.05,-3.02998,-20402.87,20.80543,-0.15,49.98,1609927.168,1383302.016,10881.924,274239.968,1744332.16,67.41,0.97,2.78,0.5
2022-01-01T08:55:00+10:00,0%,2057.561,905.505,841.394,,,,240.86,39.82,-18.36072,-20050.69,28.40175,-0.59,49.99,1609927.168,1383302.4,10881.924,274241.76,1744332.416,67.45,0.97,2.29,0.5
2022-01-01T09:00:00+10:00,0%,2057.483,903.773,839.47,,,,240.83,135.08,-92.41707000000001,-15792.03,95.73315,-0.91,49.99,1609927.168,1383303.936,10881.924,274243.36,1744332.416,68.21,0.3,1,0.5
2022-01-01T09:05:00+10:00,0%,2057.481,895.589,831.49,,,,238.39,1330.82,723.7128399999999,-4681.75,968.8816800000001,0.89,50,1609927.168,1383312,10881.924,274244.672,1744332.416,58.12,0.3,1,0.5
2022-01-01T09:10:00+10:00,0%,2057.481,946.176,881.596,,,,238.67,1206.26,855.8426,-10543.48,860.952,0.76,49.99,1609997.44,1383321.472,10882.036,274245.12,1744402.688,53.1,0.3,1.49,0.5
2022-01-01T09:15:00+10:00,0%,2057.484,1007.088,941.235,,,,241.15,246.37,176.97096,-12494.64,177.60479,1,49.99,1610067.072,1383321.472,10882.037,274246.016,1744472.832,67.73,0.25,0.99,0.5
2022-01-01T09:20:00+10:00,0%,2057.481,1019.043,953.37,,,,240.93,468.34,341.01794,-7387.22,350.44501,0.78,49.99,1610080,1383321.472,10882.037,274247.104,1744485.376,57.97,0.3,1.49,0.5
2022-01-01T09:25:00+10:00,0%,2057.486,1043.061,977.666,,,,241.53,186.49,133.22939000000002,-13295.01,134.71991,0.98,50.01,1610107.776,1383321.472,10882.039,274247.712,1744513.536,59.21,0.25,0.99,0.49
2022-01-01T09:30:00+10:00,0%,2057.485,1053.649,988.157,,,,239.32,1196.23,856.1829200000001,-8727.63,856.3909100000001,1,49.99,1610118.912,1383321.472,10882.039,274248.736,1744524.8,25.88,0.73,2,0.5
2022-01-01T09:35:00+10:00,0%,2057.487,1115.637,1049.692,,,,238.97,1324.93,931.90229,-6640.24,924.73384,0.94,49.99,1610192,1383321.472,10882.041,274249.472,1744598.016,29.51,0.05,1,0.49
2022-01-01T09:40:00+10:00,0%,2057.485,1182.123,1114.95,,,,239.05,1257.64,907.14572,-7652.28,907.14496,1,50.01,1610267.52,1383321.472,10882.042,274250.016,1744673.536,45.23,0.3,1.49,0.5
2022-01-01T09:45:00+10:00,0%,2057.484,1246.52,1178.874,,,,241.6,98.23,62.1087,-18618.67,70.68008,0.64,49.99,1610340.224,1383321.472,10882.042,274250.624,1744746.112,67.73,1,2.29,0.75
2022-01-01T09:50:00+10:00,0%,2057.482,1250.561,1182.995,,,,240.28,891.58,632.9697199999999,-12784.76,638.9738299999999,0.72,50.01,1610343.68,1383321.472,10882.042,274252.224,1744750.208,23.62,0.3,1.49,0.5
2022-01-01T09:55:00+10:00,0%,2057.489,1293.157,1225.2,,,,239.9,1246.89,895.60704,-7774.53,895.71515,1,50.02,1610395.264,1383321.472,10882.042,274253.28,1744802.432,19.1,1,2.78,0.75
2022-01-01T10:00:00+10:00,0%,2057.486,1358.947,1290.233,,,,240.25,1209.38,860.0254,-10431.04,868.47486,0.66,50.01,1610469.504,1383321.6,10882.042,274253.952,1744876.544,18.62,1,5,0.75
