Measurement time,FCAS Event (%),Full Charge Energy (kWh),Nominal Energy (kWh),Expected Energy (kWh),Charge P Max (kW),Discharge P Max (kW),Available Blocks,3 Phase Voltage (V),3 Phase Current (A),3 Phase Power (kW),3 Phase Reactive Power (kVAr),3 Phase Apparent Power (kVA),Power Factor,Frequency (Hz),Real Energy Imported (kWh),Real Energy Exported (kWh),Reactive Energy Imported (kVArh),Reactive Energy Exported (kVArh),Apparent Energy (kVAh),Energy Price ($/MWh),Raise 6sec Price ($/MWh),Raise 60sec Price ($/MWh),Raise 5min Price ($/MWh)
2022-01-27T04:55:00+10:00,0%,1025.842,12.935,553.016,,,,239.72,17.15,0.7355900000000001,-11873.94,11.905059999999999,0.06,50.02,1685511.552,1448859.52,11972.704,281061.344,1822977.792,118.57,0.3,1,0.03
2022-01-27T05:00:00+10:00,0%,1025.841,12.906,553.008,,,,239.08,14.15,0.46993,-10072.62,10.04129,0.05,50.02,1685511.68,1448859.52,11972.704,281062.304,1822978.688,99.2,0.3,0.99,0
2022-01-27T05:05:00+10:00,0%,1025.84,12.878,552.995,,,,239.01,16.9,0.7346900000000001,-11805.88,11.83178,0.06,50.01,1685511.68,1448859.52,11972.704,281063.168,1822979.584,118.73,0.25,0.95,0
2022-01-27T05:10:00+10:00,0%,1025.831,12.859,552.987,,,,238.98,12.05,0.39405,-8609.46,8.611049999999999,0.05,50.01,1685511.68,1448859.52,11972.704,281064.128,1822980.48,118.73,0.3,0.75,0
2022-01-27T05:15:00+10:00,0%,1025.824,12.831,552.984,,,,239.13,17.68,0.56257,-12382.65,12.3683,0.05,49.99,1685511.808,1448859.52,11972.704,281064.832,1822981.248,118.73,0.25,0.75,0
2022-01-27T05:20:00+10:00,0%,1025.829,12.805,552.974,,,,239.01,15.92,0.78814,-10898.17,10.935139999999999,0.08,50,1685511.808,1448859.52,11972.704,281065.888,1822982.272,118.73,0.25,0.75,0
2022-01-27T05:25:00+10:00,0%,1025.827,12.79,552.973,,,,238.93,8.14,0.35611000000000004,-5706.42,5.72303,0.06,50,1685511.936,1448859.52,11972.704,281066.784,1822983.168,118.73,0.3,0.75,0
2022-01-27T05:30:00+10:00,0%,1025.82,12.789,552.971,,,,238.84,12.74,0.49298000000000003,-8744.18,9.01855,0.05,49.99,1685511.936,1448859.52,11972.704,281067.264,1822983.68,90.61,0.73,1.39,0.03
2022-01-27T05:35:00+10:00,0%,1025.82,12.771,552.962,,,,238.9,17.2,0.73787,-11859.63,11.871049999999999,0.06,50,1685511.936,1448859.52,11972.704,281068,1822984.32,90.73,0.96,1,0.05
2022-01-27T05:40:00+10:00,0%,1025.824,12.753,552.893,,,,238.86,8.2,0.35567000000000004,-5705.09,5.7156400000000005,0.06,49.99,1685511.936,1448859.52,11972.704,281068.96,1822985.344,90.73,0.99,1.49,0.05
2022-01-27T05:45:00+10:00,0%,1025.82,12.753,552.895,,,,238.86,15.81,0.47202999999999995,-11092.69,11.29647,0.05,49.98,1685511.936,1448859.52,11972.704,281069.44,1822985.856,91.14,1.49,1.97,0.26
2022-01-27T05:50:00+10:00,0%,1025.816,12.718,552.899,,,,239.01,17.26,0.73222,-11876.75,11.909270000000001,0.06,50,1685511.936,1448859.52,11972.704,281070.304,1822986.752,99.2,1.6,1.73,0.26
2022-01-27T05:55:00+10:00,0%,1025.826,12.704,552.899,,,,238.57,13.55,0.54545,-9487.55,9.60558,0.05,50,1685512.064,1448859.52,11972.704,281071.328,1822987.776,93.2,1.6,2,0.26
2022-01-27T06:00:00+10:00,0%,1025.826,12.674,552.891,,,,239.37,17.26,0.7375900000000001,-11896.53,11.92319,0.06,50,1685512.064,1448859.52,11972.704,281072.128,1822988.544,118.73,2,2.29,0.35
2022-01-27T06:05:00+10:00,0%,1025.819,12.639,552.888,,,,240.34,11.45,0.38362999999999997,-7854.87,8.0327,0.06,50.01,1685512.192,1448859.52,11972.704,281073.088,1822989.44,119.15,2,2.29,0.49
2022-01-27T06:10:00+10:00,0%,1025.82,12.607,552.885,,,,240.05,17.34,0.73839,-11997.08,12.01153,0.06,50.01,1685512.192,1448859.52,11972.704,281073.728,1822990.08,118.73,2,2.29,0.35
2022-01-27T06:15:00+10:00,0%,1025.804,12.554,552.877,,,,239.74,8.31,0.33072,-5747.22,5.75318,0.06,49.99,1685512.192,1448859.52,11972.704,281074.72,1822991.104,118.73,2,2.29,0.49
2022-01-27T06:20:00+10:00,0%,1025.809,12.565,552.87,,,,239.44,15.06,0.46652,-10350.84,10.64587,0.05,50,1685512.32,1448859.52,11972.704,281075.2,1822991.616,118.73,2,2.29,0.35
2022-01-27T06:25:00+10:00,0%,1025.813,12.518,552.866,,,,239.5,17.39,0.70439,-12020.17,12.04002,0.06,50.01,1685512.32,1448859.52,11972.704,281076.032,1822992.512,118.73,2,2.29,0.35
2022-01-27T06:30:00+10:00,0%,1025.809,12.484,552.866,,,,239.12,8.31,0.3565,-5717.97,5.73238,0.06,50,1685512.32,1448859.52,11972.704,281077.056,1822993.536,118.57,2.5,2.5,0.49
2022-01-27T06:35:00+10:00,0%,1025.813,12.496,552.857,,,,238.72,8.18,0.35889,-5701.82,5.71175,0.06,50,1685512.448,1448859.52,11972.704,281077.536,1822994.048,118.73,2,2.29,0.3
2022-01-27T06:40:00+10:00,0%,1025.81,12.486,552.856,,,,239.54,13.31,0.48496,-9335.58,9.36368,0.07,49.99,1685512.448,1448859.52,11972.704,281078.016,1822994.432,118.57,1,1.49,0.26
2022-01-27T06:45:00+10:00,0%,1025.817,12.474,552.857,,,,240,17.69,0.6027,-12559.78,12.44984,0.06,49.99,1685512.448,1448859.52,11972.704,281078.784,1822995.2,118.73,1.49,1.73,0.26
2022-01-27T06:50:00+10:00,0%,1025.818,12.413,552.85,,,,240.79,14.43,0.55832,-10156.89,10.22916,0.06,49.99,1685512.448,1448859.52,11972.704,281079.808,1822996.224,118.73,1.73,1.73,0.26
2022-01-27T06:55:00+10:00,0%,1025.816,12.379,552.854,,,,240.72,16.77,0.70538,-12064.82,11.77327,0.06,49.98,1685512.576,1448859.52,11972.704,281080.672,1822997.12,118.73,1.94,1.94,0.26
2022-01-27T07:00:00+10:00,0%,1025.817,12.36,552.852,,,,239.88,8.19,0.3563,-5752.38,5.75997,0.06,49.98,1685512.576,1448859.52,11972.704,281081.632,1822998.016,119.15,1.94,1.94,0.26
2022-01-27T07:05:00+10:00,0%,1025.814,12.351,552.848,,,,239.53,11.78,0.34143,-8498,8.45036,0.06,49.99,1685512.704,1448859.52,11972.704,281082.112,1822998.528,119.15,1.94,1.7,0.26
2022-01-27T07:10:00+10:00,0%,1025.812,12.3,552.842,,,,239.68,17.08,0.86045,-11909.64,11.94851,0.07,49.99,1685512.704,1448859.52,11972.704,281082.848,1822999.296,119.15,1.94,1.94,0.26
2022-01-27T07:15:00+10:00,0%,1025.806,12.272,552.84,,,,239.89,11.73,0.34986,-7916.54,8.221540000000001,0.07,49.99,1685512.704,1448859.52,11972.704,281083.84,1823000.192,119.15,1.94,1.7,0.26
2022-01-27T07:20:00+10:00,0%,1025.82,12.251,552.819,,,,239.82,17.14,0.72627,-11923.96,11.94313,0.06,49.98,1685512.832,1448859.52,11972.704,281084.48,1823000.832,118.73,1.6,1.49,0.26
2022-01-27T07:25:00+10:00,0%,1025.816,12.228,552.822,,,,239.61,11.99,0.39017,-8436.62,8.409139999999999,0.05,49.97,1685512.832,1448859.52,11972.704,281085.472,1823001.856,118.73,0.96,1,0.26
2022-01-27T07:30:00+10:00,0%,1025.819,12.206,552.821,,,,238.9,17.09,0.8406,-11842.54,11.89438,0.07,50,1685512.832,1448859.52,11972.704,281086.144,1823002.624,118.73,0.96,1,0.26
2022-01-27T07:35:00+10:00,0%,1025.819,12.191,552.817,,,,240.71,8.25,0.35634,-5791.98,5.805689999999999,0.06,50,1685512.96,1448859.52,11972.704,281087.136,1823003.52,118.73,0.96,1,0.26
2022-01-27T07:40:00+10:00,0%,1025.818,12.188,552.815,,,,241.48,8.27,0.35902999999999996,-5833.44,5.846,0.06,50.01,1685512.96,1448859.52,11972.704,281087.584,1823004.032,118.73,0.96,1,0.26
2022-01-27T07:45:00+10:00,0%,1025.818,12.188,552.814,,,,241.47,8.28,0.35892,-5826.6,5.83878,0.06,50,1685512.96,1448859.52,11972.704,281088.096,1823004.544,118.73,0.6,1,0.05
2022-01-27T07:50:00+10:00,0%,1025.818,12.188,552.813,,,,241.55,13.86,0.43563,-9830.97,9.76087,0.07,50.01,1685513.088,1448859.52,11972.704,281088.576,1823005.056,118.73,0.4,0.96,0.03
2022-01-27T07:55:00+10:00,0%,1025.833,12.145,552.812,,,,241.38,18.44,0.61741,-13109.81,13.19406,0.05,49.99,1685513.088,1448859.52,11972.704,281089.408,1823005.824,93.2,0.4,0.96,0.03
2022-01-27T08:00:00+10:00,0%,1025.828,12.085,552.811,,,,242.6,19.08,0.37660000000000005,-13651.72,13.61969,0.03,49.98,1685513.088,1448859.52,11972.704,281090.496,1823006.848,93.2,0.96,1.49,0.26
2022-01-27T08:05:00+10:00,0%,1025.826,12,552.803,,,,243.09,19.08,0.40303,-13805.39,13.65037,0.03,49.98,1685513.088,1448859.52,11972.704,281091.584,1823008,99.2,0.96,1,0.26
2022-01-27T08:10:00+10:00,0%,1025.839,11.91,552.801,,,,243.15,19.48,0.30036,-14015,13.97482,0.02,49.99,1685513.216,1448859.52,11972.704,281092.736,1823009.28,99.2,0.99,1,0.26
2022-01-27T08:15:00+10:00,0%,1025.826,11.852,552.8,,,,243.12,18.07,0.6399400000000001,-12933.43,12.82857,0.05,50.01,1685513.216,1448859.52,11972.704,281093.952,1823010.432,99.2,0.96,1,0.26
2022-01-27T08:20:00+10:00,0%,1025.815,11.809,552.788,,,,242.92,17.38,0.71335,-12250.88,12.28492,0.06,50.01,1685513.216,1448859.52,11972.704,281095.008,1823011.328,93.15,0.96,1,0.26
2022-01-27T08:25:00+10:00,0%,1025.793,11.789,552.78,,,,242.79,10.45,0.39308,-7521.31,7.53646,0.06,50,1685513.344,1448859.52,11972.704,281095.968,1823012.352,93.15,0.3,0.81,0.26
2022-01-27T08:30:00+10:00,0%,1025.813,11.763,552.776,,,,242.99,17.38,0.72976,-12239.1,12.270940000000001,0.06,49.99,1685513.344,1448859.52,11972.704,281096.64,1823012.992,118.73,0.3,0.81,0.26
2022-01-27T08:35:00+10:00,0%,1025.809,11.734,552.775,,,,242.61,8.5,0.36909,-6023.61,6.0353,0.06,49.99,1685513.472,1448859.52,11972.704,281097.6,1823014.016,94.45,0.01,0.75,0.03
2022-01-27T08:40:00+10:00,0%,1025.838,11.771,552.771,,,,242.54,8.29,0.35963,-5870.9,5.8846300000000005,0.06,49.98,1685513.472,1448859.52,11972.704,281098.08,1823014.528,90.73,0.25,0.99,0
2022-01-27T08:45:00+10:00,0%,1025.84,11.752,552.771,,,,242.59,8.28,0.35902999999999996,-5871.7,5.88582,0.06,49.97,1685513.472,1448859.52,11972.704,281098.592,1823015.04,83.15,0.3,1,0.03
2022-01-27T08:50:00+10:00,0%,1025.84,11.752,552.768,,,,242.92,8.29,0.35913,-5891.62,5.90292,0.06,49.98,1685513.472,1448859.52,11972.704,281099.104,1823015.552,101.55,0,0.75,0
2022-01-27T08:55:00+10:00,0%,1025.84,11.752,552.766,,,,242.82,8.29,0.35908,-5890.15,5.90092,0.06,50.02,1685513.6,1448859.52,11972.704,281099.552,1823015.936,89,0.25,1,0
2022-01-27T09:00:00+10:00,0%,1025.839,11.748,552.764,,,,242.47,8.29,0.35886,-5876.27,5.88447,0.06,50.02,1685513.6,1448859.52,11972.704,281100.064,1823016.448,118.73,0,0.4,0
2022-01-27T09:05:00+10:00,0%,1025.839,11.748,552.748,,,,242.35,8.29,0.35897,-5863.04,5.8747799999999994,0.06,49.96,1685513.6,1448859.52,11972.704,281100.576,1823016.96,99.2,0.25,0.81,0
2022-01-27T09:10:00+10:00,0%,1025.839,11.748,552.747,,,,242.42,8.3,0.35849000000000003,-5873.17,5.8806,0.06,50.01,1685513.6,1448859.52,11972.704,281101.056,1823017.472,118.73,0.25,0.95,0
2022-01-27T09:15:00+10:00,0%,1025.828,11.682,552.738,,,,242.41,8.29,0.35854,-5874.63,5.88333,0.06,50.03,1685513.728,1448859.52,11972.704,281101.536,1823017.984,93.2,0.3,1,0
2022-01-27T09:20:00+10:00,0%,1025.81,11.462,552.746,,,,242.22,8.28,0.33744999999999997,-5862.24,5.873939999999999,0.06,50.02,1685513.728,1448859.52,11972.704,281102.016,1823018.496,93.15,0.03,0.81,0
2022-01-27T09:25:00+10:00,0%,1025.815,11.29,552.726,,,,242.05,8.27,0.33518000000000003,-5855,5.864739999999999,0.06,50.01,1685513.728,1448859.52,11972.704,281102.496,1823018.88,90.73,0.01,0.81,0
2022-01-27T09:30:00+10:00,0%,1025.83,11.283,552.724,,,,241.98,8.27,0.35813,-5848.69,5.8597,0.06,50.02,1685513.728,1448859.52,11972.704,281103.008,1823019.52,118.73,0,0.26,0
2022-01-27T09:35:00+10:00,0%,1025.828,11.269,552.719,,,,242.1,8.28,0.37406,-5855.94,5.86639,0.06,50.02,1685513.728,1448859.52,11972.704,281103.488,1823019.904,118.73,0,0.26,0
2022-01-27T09:40:00+10:00,0%,1025.824,11.261,552.722,,,,241.9,8.29,0.36013999999999996,-5848.16,5.85666,0.06,50.02,1685513.856,1448859.52,11972.704,281103.968,1823020.416,118.57,0,0.26,0
2022-01-27T09:45:00+10:00,0%,1025.857,11.257,552.72,,,,241.87,8.29,0.35875,-5845.13,5.85828,0.06,50,1685513.856,1448859.52,11972.704,281104.48,1823020.928,118.57,0,0.26,0
2022-01-27T09:50:00+10:00,0%,1025.853,11.245,552.72,,,,241.94,8.27,0.35802,-5841.75,5.8537,0.06,50,1685513.856,1448859.52,11972.704,281104.928,1823021.312,118.57,0,0.26,0
2022-01-27T09:55:00+10:00,0%,1025.852,11.245,552.722,,,,241.85,8.27,0.35781999999999997,-5841,5.85238,0.06,50,1685513.856,1448859.52,11972.704,281105.408,1823021.824,105.19,0,0.26,0
2022-01-27T10:00:00+10:00,0%,1025.826,11.237,552.717,,,,242.02,8.28,0.35819,-5855.58,5.86273,0.06,50.02,1685513.984,1448859.52,11972.704,281105.952,1823022.336,110.05,0,0.26,0
2022-01-27T10:05:00+10:00,0%,1025.824,11.237,552.707,,,,241.99,8.27,0.35814999999999997,-5849.92,5.86428,0.06,50.02,1685513.984,1448859.52,11972.704,281106.4,1823022.848,93.2,0.01,0.81,0.03
2022-01-27T10:10:00+10:00,0%,1025.821,11.225,552.702,,,,242.1,8.27,0.35810000000000003,-5850.88,5.86056,0.06,49.99,1685513.984,1448859.52,11972.704,281106.912,1823023.36,84.91,0.03,0.4,0
2022-01-27T10:15:00+10:00,0%,1025.817,11.208,552.703,,,,242.11,8.28,0.35829,-5852.97,5.86141,0.06,49.99,1685513.984,1448859.52,11972.704,281107.36,1823023.872,90.73,0,0.3,0
2022-01-27T10:20:00+10:00,0%,1025.814,11.179,552.7,,,,242.32,8.29,0.34688,-5865.27,5.87072,0.06,50.01,1685514.112,1448859.52,11972.704,281107.872,1823024.384,89.49,0.01,0.4,0
2022-01-27T10:25:00+10:00,0%,1025.814,11.129,552.698,,,,242.36,8.29,0.3435,-5865.63,5.87332,0.06,49.99,1685514.112,1448859.52,11972.704,281108.352,1823024.768,83.15,0,0.26,0
2022-01-27T10:30:00+10:00,0%,1025.806,11.054,552.698,,,,242.02,8.27,0.35798,-5845.57,5.85463,0.06,49.98,1685514.112,1448859.52,11972.704,281108.832,1823025.28,82.73,0.01,0.4,0
2022-01-27T10:35:00+10:00,0%,1025.806,11.054,552.701,,,,241.75,8.26,0.35774,-5833.9,5.84151,0.06,49.98,1685514.112,1448859.52,11972.704,281109.344,1823025.792,90.61,0.01,0.4,0
2022-01-27T10:40:00+10:00,0%,1025.806,11.054,552.701,,,,241.57,8.26,0.35760000000000003,-5827.21,5.839510000000001,0.06,49.99,1685514.24,1448859.52,11972.704,281109.824,1823026.304,90.61,0.01,0.4,0
2022-01-27T10:45:00+10:00,0%,1025.807,11.047,552.694,,,,241.34,8.25,0.35736,-5816.08,5.82057,0.06,49.97,1685514.24,1448859.52,11972.704,281110.304,1823026.688,86.1,0.03,0.4,0
2022-01-27T10:50:00+10:00,0%,1025.807,11.047,552.696,,,,241.16,8.23,0.35757,-5805.09,5.81532,0.06,49.97,1685514.24,1448859.52,11972.704,281110.784,1823027.2,93.15,0,0.4,0
2022-01-27T10:55:00+10:00,0%,1025.807,11.047,552.696,,,,241.1,8.24,0.35743,-5807.39,5.81759,0.06,50,1685514.24,1448859.52,11972.704,281111.296,1823027.712,93.15,0.03,0.4,0
2022-01-27T11:00:00+10:00,0%,1025.804,11.043,552.693,,,,241.06,8.25,0.35737,-5804.43,5.81809,0.06,50,1685514.368,1448859.52,11972.704,281111.744,1823028.224,89.46,0,0.26,0
2022-01-27T11:05:00+10:00,0%,1025.804,11.043,552.688,,,,241.12,8.25,0.35719999999999996,-5803.46,5.81766,0.06,49.98,1685514.368,1448859.52,11972.704,281112.224,1823028.736,90.61,0,0.26,0
2022-01-27T11:10:00+10:00,0%,1025.804,11.043,552.68,,,,241.1,8.24,0.35731,-5806.65,5.8157,0.06,50.02,1685514.368,1448859.52,11972.704,281112.704,1823029.248,91.37,0,0.4,0
2022-01-27T11:15:00+10:00,0%,1025.807,11.047,552.682,,,,240.75,8.23,0.35720999999999997,-5788.49,5.80226,0.06,50.02,1685514.368,1448859.52,11972.704,281113.216,1823029.632,90.73,0.25,0.48,0
2022-01-27T11:20:00+10:00,0%,1025.809,11.048,0,,,,240.45,75.04,53.1127,-5462.8,55.56107,0.57,50.01,1685514.368,1448859.52,11972.704,281113.696,1823030.144,93.1,0.05,0.48,0
2022-01-27T11:25:00+10:00,0%,1025.809,15.655,0.077,,,,240.4,49.68,26.97774,-10319.74,35.40759,0.3,50.01,1685518.592,1448859.52,11972.704,281114.112,1823034.496,90.73,0,0.75,0.03
2022-01-27T11:30:00+10:00,0%,1025.807,18.256,0.439,,,,240.14,10.15,0.45753,-7091.76,7.10783,0.06,50.01,1685521.024,1448859.52,11972.704,281115.04,1823037.568,91.21,0,0.99,0.26
2022-01-27T11:35:00+10:00,0%,1025.807,18.251,0.424,,,,239.97,8.21,0.36262,-5760.39,5.77329,0.06,50,1685521.024,1448859.52,11972.704,281115.584,1823038.208,91.83,0.03,0.81,0.26
2022-01-27T11:40:00+10:00,0%,1025.807,18.251,0.425,,,,240,8.22,0.36285,-5761.07,5.77449,0.06,50,1685521.024,1448859.52,11972.704,281116.096,1823038.72,93.15,0,0.75,0.26
2022-01-27T11:45:00+10:00,0%,1025.807,18.251,0.432,,,,240.17,13.98,0.6488200000000001,-9855.56,9.93511,0.06,49.98,1685521.152,1448859.52,11972.704,281116.608,1823039.232,93.15,0,0.26,0
2022-01-27T11:50:00+10:00,0%,1025.807,18.247,0.377,,,,240.22,17.14,0.76061,-11819.78,11.8536,0.07,49.99,1685521.152,1448859.52,11972.704,281117.376,1823040,91.07,0,0.4,0
2022-01-27T11:55:00+10:00,0%,1025.807,18.237,0.449,,,,240.45,8.23,0.37586,-5782.58,5.795,0.06,50,1685521.28,1448859.52,11972.704,281118.336,1823041.024,92.87,0,0.75,0.26
2022-01-27T12:00:00+10:00,0%,1025.807,18.237,0.458,,,,240.57,8.22,0.37839999999999996,-5780.61,5.79704,0.07,49.97,1685521.28,1448859.52,11972.704,281118.848,1823041.536,92.23,0,0.75,0.05
2022-01-27T12:05:00+10:00,0%,1025.807,18.237,0.469,,,,240.44,8.22,0.37887,-5778.29,5.79329,0.07,49.98,1685521.28,1448859.52,11972.704,281119.296,1823041.92,94.16,0.01,0.95,0.26
2022-01-27T12:10:00+10:00,0%,1025.807,18.237,0.543,,,,240.64,18.03,0.57701,-12698.03,12.68849,0.05,50.01,1685521.28,1448859.52,11972.704,281119.776,1823042.432,99.2,0,0.4,0
2022-01-27T12:15:00+10:00,0%,1025.807,18.227,0.551,,,,240.5,17.19,0.7223099999999999,-11947.12,11.97214,0.06,50,1685521.408,1448859.52,11972.704,281120.8,1823043.328,95.57,0.01,0.4,0
2022-01-27T12:20:00+10:00,0%,1025.807,18.218,0.561,,,,240.34,18.57,0.37512,-13208.62,13.19717,0.03,49.98,1685521.408,1448859.52,11972.704,281121.792,1823044.352,95.59,0.03,0.4,0
2022-01-27T12:25:00+10:00,0%,1025.807,18.189,0.572,,,,240.39,17.95,0.60891,-12657.35,12.61102,0.06,50.02,1685521.408,1448859.52,11972.704,281122.88,1823045.504,95.03,0.03,0.75,0
2022-01-27T12:30:00+10:00,0%,1025.81,18.185,0.649,,,,240.85,17.08,0.7464400000000001,-11879.86,11.9137,0.06,50.02,1685521.536,1448859.52,11972.704,281123.968,1823046.656,93.15,0,0.4,0
2022-01-27T12:35:00+10:00,0%,1025.807,18.183,0.725,,,,240.88,8.48,0.36845,-5959.5,5.96995,0.06,50.03,1685521.536,1448859.52,11972.704,281124.896,1823047.552,93.2,0.3,1,0.26
2022-01-27T12:40:00+10:00,0%,1025.819,18.188,0.758,,,,240.82,8.25,0.36274,-5804.94,5.81494,0.06,50.02,1685521.664,1448859.52,11972.704,281125.408,1823047.936,93.15,0.03,0.95,0.03
2022-01-27T12:45:00+10:00,0%,1025.819,18.188,0.79,,,,240.68,17.97,0.5120399999999999,-12641.17,12.64959,0.06,49.99,1685521.664,1448859.52,11972.704,281125.888,1823048.448,90.73,0.25,1,0.26
2022-01-27T12:50:00+10:00,0%,1025.828,18.185,0.809,,,,240.41,17.12,0.72745,-11898.19,11.92316,0.06,49.99,1685521.664,1448859.52,11972.704,281126.976,1823049.6,93.15,0.03,1,0.26
2022-01-27T12:55:00+10:00,0%,1025.825,18.18,0.816,,,,240.4,8.47,0.37365,-5938.56,5.94879,0.06,50.01,1685521.792,1448859.52,11972.704,281127.936,1823050.624,95.75,0.25,1.49,0.3
2022-01-27T13:00:00+10:00,0%,1025.834,18.194,0.889,,,,240.68,14.62,0.42468,-10336.67,10.22973,0.04,49.99,1685521.792,1448859.52,11972.704,281128.448,1823051.136,118.57,0.03,1,0.49
2022-01-27T13:05:00+10:00,0%,1025.835,18.178,0.957,,,,240.7,17.26,0.71058,-11993.02,11.99838,0.06,49.99,1685521.792,1448859.52,11972.704,281129.248,1823051.904,118.73,0.01,1,0.3
2022-01-27T13:10:00+10:00,0%,1025.838,18.185,1.034,,,,240.77,8.24,0.35992,-5800.81,5.80724,0.06,50.02,1685521.92,1448859.52,11972.704,281130.272,1823052.928,118.73,0.25,1,0.35
2022-01-27T13:15:00+10:00,0%,1025.835,18.183,1.045,,,,240.92,8.25,0.36305,-5805.97,5.819100000000001,0.06,50.03,1685521.92,1448859.52,11972.704,281130.752,1823053.312,118.43,0.25,1.49,0.5
2022-01-27T13:20:00+10:00,0%,1025.835,18.183,1.057,,,,241.11,8.25,0.36263999999999996,-5808.66,5.81981,0.06,50.01,1685521.92,1448859.52,11972.704,281131.264,1823053.824,93.15,0.05,1,0.49
2022-01-27T13:25:00+10:00,0%,1025.841,18.191,1.058,,,,241.16,13.85,0.40125,-9713.81,9.67324,0.07,49.98,1685521.92,1448859.52,11972.704,281131.712,1823054.336,103.47,0,1,0.49
2022-01-27T13:30:00+10:00,0%,1025.834,18.178,1.072,,,,241.28,18.03,0.56423,-12812.88,12.70263,0.05,49.98,1685522.048,1448859.52,11972.704,281132.544,1823055.104,105.36,0.05,1.49,0.5
2022-01-27T13:35:00+10:00,0%,1025.833,18.165,1.15,,,,241.25,17.21,0.74311,-11964.8,11.966190000000001,0.06,49.99,1685522.048,1448859.52,11972.704,281133.536,1823056.256,118.73,0.4,2,0.75
2022-01-27T13:40:00+10:00,0%,1025.841,18.169,1.2,,,,241.22,8.25,0.3542,-5814.37,5.8267299999999995,0.06,49.98,1685522.176,1448859.52,11972.704,281134.56,1823057.28,115.71,0.3,2,0.75
2022-01-27T13:45:00+10:00,0%,1025.839,18.158,1.218,,,,241.43,8.26,0.36289,-5822.11,5.83727,0.06,49.98,1685522.176,1448859.52,11972.704,281135.04,1823057.664,118.73,0.3,2,0.75
2022-01-27T13:50:00+10:00,0%,1025.839,18.158,1.227,,,,241.67,14.04,0.41947,-10036.95,9.9789,0.05,50,1685522.176,1448859.52,11972.704,281135.52,1823058.176,118.73,0.3,2,0.75
2022-01-27T13:55:00+10:00,0%,1025.839,18.145,1.296,,,,241.84,17.3,0.72139,-12093.35,12.09396,0.07,50.02,1685522.176,1448859.52,11972.704,281136.32,1823058.944,123.46,0.4,2,0.75
2022-01-27T14:00:00+10:00,0%,1025.839,18.139,1.373,,,,241.81,8.28,0.36029,-5844.71,5.85505,0.06,50,1685522.304,1448859.52,11972.704,281137.344,1823059.968,118.73,0.4,2.29,0.87
2022-01-27T14:05:00+10:00,0%,1025.839,18.139,1.398,,,,241.95,13.25,0.5145,-9316.99,9.29763,0.07,49.97,1685522.304,1448859.52,11972.704,281137.824,1823060.48,118.73,0.4,2.29,0.75
2022-01-27T14:10:00+10:00,0%,1025.839,18.133,1.411,,,,241.91,17.21,0.7244400000000001,-12058.29,12.097040000000002,0.06,50,1685522.432,1448859.52,11972.704,281138.624,1823061.248,119.15,0.4,2.29,0.75
2022-01-27T14:15:00+10:00,0%,1025.839,18.126,1.575,,,,241.97,14.28,0.40766,-9916.21,10.178690000000001,0.04,50.01,1685522.432,1448859.52,11972.704,281139.552,1823062.272,119.15,0.6,2.78,0.75
2022-01-27T14:20:00+10:00,0%,1025.839,18.11,1.586,,,,242.14,16.93,0.73686,-12018.46,11.83943,0.06,49.99,1685522.432,1448859.52,11972.704,281140.416,1823063.168,129.58,0.99,2.29,0.75
2022-01-27T14:25:00+10:00,0%,1025.839,18.103,1.649,,,,241.98,8.28,0.35966000000000004,-5849.67,5.861149999999999,0.06,49.99,1685522.56,1448859.52,11972.704,281141.408,1823064.064,131.15,0.97,3.69,0.75
2022-01-27T14:30:00+10:00,0%,1025.839,18.103,1.683,,,,241.64,8.27,0.36274,-5840.1,5.85175,0.06,50.03,1685522.56,1448859.52,11972.704,281141.888,1823064.448,131.2,0.73,7.73,0.8
2022-01-27T14:35:00+10:00,0%,1025.839,18.103,1.772,,,,241.52,15.4,0.5349700000000001,-10811.14,10.794690000000001,0.06,50.04,1685522.56,1448859.52,11972.704,281142.368,1823064.96,138.68,0.3,2.29,0.75
2022-01-27T14:40:00+10:00,0%,1025.839,18.091,1.858,,,,241.43,17.34,0.59725,-12199.19,12.28848,0.05,50,1685522.688,1448859.52,11972.704,281143.296,1823065.856,197.57,0.96,2.29,0.68
2022-01-27T14:45:00+10:00,0%,1025.839,18.079,2.018,,,,241.44,18.71,0.46417,-13357.84,13.33624,0.03,49.97,1685522.688,1448859.52,11972.704,281144.288,1823067.008,197.59,1,4.95,0.75
2022-01-27T14:50:00+10:00,0%,1025.839,18.058,2.056,,,,241.39,17.19,0.72765,-11998.22,12.03191,0.06,50.01,1685522.688,1448859.52,11972.704,281145.408,1823068.032,197.59,1,2.95,0.75
2022-01-27T14:55:00+10:00,0%,1025.84,18.053,2.279,,,,241.18,8.25,0.35501,-5815.01,5.82937,0.06,50,1685522.688,1448859.52,11972.704,281146.368,1823069.056,197.57,1,2.77,0.8
2022-01-27T15:00:00+10:00,0%,1025.84,18.052,2.304,,,,241.14,8.26,0.36229,-5812.21,5.82433,0.06,49.99,1685522.688,1448859.52,11972.704,281146.88,1823069.44,131.15,1.48,5,0.75
2022-01-27T15:05:00+10:00,0%,1025.84,18.052,2.325,,,,241.47,8.25,0.36252999999999996,-5826.89,5.83753,0.06,49.99,1685522.688,1448859.52,11972.704,281147.328,1823069.952,131.2,1.95,4.97,0.75
